# t,V1,V2,Vm,V1-V2,V1+V2,Vdiv
1.600000000325962901e-02, 1.563351853655123580e-01, 1.359991134623565467e-01, -4.682511640399979136e+00, 2.033607190315581126e-02, 2.923342988278688770e-01, 6.956444038449971501e-02
1.250000000000000000e-01, 1.723718447066849291e-01, 1.422372906016959315e-01, -4.820150099729747062e+00, 3.013455410498899756e-02, 3.146091353083808606e-01, 9.578410390229455396e-02
2.190000000118743628e-01, 1.585911707551284633e-01, 1.371729985950483066e-01, -3.068776534759128261e+00, 2.141817216008015667e-02, 2.957641693501767977e-01, 7.241638568707631229e-02
3.289999999979045242e-01, 1.493256893421309739e-01, 1.330249491104702475e-01, -1.354222714002527861e-01, 1.630074023166072639e-02, 2.823506384526012214e-01, 5.773225915477136344e-02
4.219999999913852662e-01, 1.511066456353958587e-01, 1.346658118488100742e-01, 2.869333539141927680e+00, 1.644083378658578454e-02, 2.857724574842059329e-01, 5.753120483101292759e-02
5.320000000065192580e-01, 1.561805996805869790e-01, 1.359073282287803497e-01, 4.762608504026456302e+00, 2.027327145180662926e-02, 2.920879279093673286e-01, 6.940811144408978728e-02
6.250000000000000000e-01, 1.592594320026326504e-01, 1.373082610998800357e-01, 4.800898168058858495e+00, 2.195117090275261473e-02, 2.965676931025126861e-01, 7.401740450253592452e-02
7.349999999860301614e-01, 1.496332505286617487e-01, 1.354548430025227512e-01, 2.962704297248765162e+00, 1.417840752613899746e-02, 2.850880935311844722e-01, 4.973342572999488176e-02
8.289999999979045242e-01, 1.501775210928913973e-01, 1.351440613386488687e-01, 5.745760636447827719e-05, 1.503345975424252856e-02, 2.853215824315402660e-01, 5.268952886818381587e-02
9.379999999946448952e-01, 1.518087223567747557e-01, 1.333421718351981422e-01, -2.984170676407456924e+00, 1.846655052157661348e-02, 2.851508941919729256e-01, 6.476062638311183561e-02
1.032000000006519258e+00, 1.585460832327711123e-01, 1.372180860869200436e-01, -4.799497542147479479e+00, 2.132799714585106865e-02, 2.957641693196911836e-01, 7.211149746404088567e-02
1.125000000000000000e+00, 1.509778241680651556e-01, 1.340345869184282612e-01, -4.735274182399801468e+00, 1.694323724963689437e-02, 2.850124110864934446e-01, 5.944736646747318665e-02
1.234999999986030161e+00, 1.506847553918381488e-01, 1.339283092549755361e-01, -2.838266398155245618e+00, 1.675644613686261275e-02, 2.846130646468136849e-01, 5.887447984039760607e-02
1.328999999997904524e+00, 1.443274181366370479e-01, 1.315902006641692101e-01, 1.898017429632330999e-01, 1.273721747246783775e-02, 2.759176188008062303e-01, 4.616311755598051514e-02
1.437999999994644895e+00, 1.514673455927720014e-01, 1.330619852709244155e-01, 3.140906788648537784e+00, 1.840536032184758586e-02, 2.845293308636964169e-01, 6.468704040450810877e-02
