# t,V1,V2,Vm,V1-V2,V1+V2,Vdiv
1.599999997415579855e-02, 2.762003651373790003e-01, 1.990684834924959512e-01, 4.711321117890011401e+00, 7.713188164488304910e-02, 4.752688486298749515e-01, 1.622910524585023384e-01
1.250000000000000000e-01, 2.761311224690257693e-01, 2.047060328149952202e-01, 2.747371519759886915e+00, 7.142508965403054910e-02, 4.808371552840209895e-01, 1.485431998528507214e-01
2.189999999827705324e-01, 2.922273772274229242e-01, 2.107187753882830417e-01, -3.000863259600031197e-01, 8.150860183913988255e-02, 5.029461526157059659e-01, 1.620622832389364276e-01
3.279999999795109034e-01, 2.676933107042918647e-01, 1.897917261742356199e-01, -3.196464075478273603e+00, 7.790158453005624484e-02, 4.574850368785274846e-01, 1.702822567959547395e-01
4.219999999913852662e-01, 2.753549721556921570e-01, 1.969477590642347009e-01, -4.868299192675573650e+00, 7.840721309145745610e-02, 4.723027312199268302e-01, 1.660105011227370753e-01
5.309999999881256372e-01, 2.708510492545814219e-01, 1.911540135806185370e-01, -4.627045426397790706e+00, 7.969703567396288491e-02, 4.620050628351999311e-01, 1.725025158488172616e-01
6.250000000000000000e-01, 2.651362067581681803e-01, 1.889930351964718980e-01, -2.596153243884524286e+00, 7.614317156169628231e-02, 4.541292419546401060e-01, 1.676685060710133846e-01
7.189999999827705324e-01, 2.621459334694355436e-01, 1.884439326017502414e-01, 4.891591248847121931e-01, 7.370200086768530223e-02, 4.505898660711857850e-01, 1.635678172487829429e-01
8.279999999795109034e-01, 2.663745006646207059e-01, 1.868803619899836455e-01, 3.354252973545017724e+00, 7.949413867463706040e-02, 4.532548626546043513e-01, 1.753850763101780508e-01
9.219999999913852662e-01, 2.451720860301725702e-01, 1.810994981037128970e-01, 4.925428533405838749e+00, 6.407258792645967316e-02, 4.262715841338854394e-01, 1.503093105693281417e-01
1.030999999988125637e+00, 2.662086458291864632e-01, 1.884149485907238020e-01, 4.584611219930804005e+00, 7.779369723846266127e-02, 4.546235944199102930e-01, 1.711167176391839295e-01
1.125000000000000000e+00, 2.470657625392939927e-01, 1.748742013877363222e-01, 2.472019827056231023e+00, 7.219156115155767051e-02, 4.219399639270303148e-01, 1.710943909642139993e-01
1.234999999986030161e+00, 2.644276847828370691e-01, 1.968157173427212692e-01, -5.904650749299633627e-01, 6.761196744011579995e-02, 4.612434021255583660e-01, 1.465863080719161382e-01
1.327999999979510903e+00, 2.598899456753330228e-01, 1.825873860403372795e-01, -3.439933360819530161e+00, 7.730255963499574334e-02, 4.424773317156702745e-01, 1.747039997173669423e-01
1.437999999994644895e+00, 2.531574102892372724e-01, 1.810302565963575194e-01, -4.939798288068319998e+00, 7.212715369287975298e-02, 4.341876668855947918e-01, 1.661197661606650944e-01
1.530999999988125637e+00, 2.482976183235443279e-01, 1.747614825191279586e-01, -4.511143753710387116e+00, 7.353613580441636932e-02, 4.230591008426722865e-01, 1.738200068452447067e-01
1.640999999974155799e+00, 2.641249540496659609e-01, 1.910718899041466690e-01, -2.314502101656196853e+00, 7.305306414551929195e-02, 4.551968439538126576e-01, 1.604867545016014085e-01
1.734999999986030161e+00, 2.434217238878031986e-01, 1.710739686109045143e-01, 8.051048398683847696e-01, 7.234775527689868424e-02, 4.144956924987077129e-01, 1.745440461413823863e-01
1.843999999982770532e+00, 2.416842434386733407e-01, 1.705522417137033120e-01, 3.575186865572129058e+00, 7.113200172497002871e-02, 4.122364851523766527e-01, 1.725514462861704734e-01
1.937999999994644895e+00, 2.549576913561267255e-01, 1.829046089439177458e-01, 4.980505708388891506e+00, 7.205308241220897969e-02, 4.378623003000444713e-01, 1.645564881078702413e-01
2.046999999991385266e+00, 2.442316895398249921e-01, 1.748323345720481092e-01, 4.439473934848854775e+00, 6.939935496777688284e-02, 4.190640241118731013e-01, 1.656056138793008670e-01
2.140999999974155799e+00, 2.649977198209279572e-01, 1.872571641862287029e-01, 2.187022427828964943e+00, 7.774055563469925434e-02, 4.522548840071566323e-01, 1.718954474209040406e-01
2.234999999986030161e+00, 2.637014554939502431e-01, 1.865599192743170320e-01, -9.397469710617554206e-01, 7.714153621963321106e-02, 4.502613747682672751e-01, 1.713261242080448832e-01
2.343999999982770532e+00, 2.337939256825999346e-01, 1.621450324697996936e-01, -3.671018760204875608e+00, 7.164889321280024093e-02, 3.959389581523996560e-01, 1.809594427058680288e-01
2.437999999994644895e+00, 2.557290111701370217e-01, 1.837548307746772469e-01, -4.978282240577378559e+00, 7.197418039545977475e-02, 4.394838419448142686e-01, 1.637697988553070139e-01
2.546999999991385266e+00, 2.606596562145361284e-01, 1.797420428888776567e-01, -4.350572095849641663e+00, 8.091761332565847176e-02, 4.404016991034137574e-01, 1.837359244762079014e-01
2.640999999974155799e+00, 2.356570070722847354e-01, 1.695748091155036552e-01, -2.000736463404316101e+00, 6.608219795678108022e-02, 4.052318161877883629e-01, 1.630725804761538056e-01
2.750000000000000000e+00, 2.386054092406905969e-01, 1.659436545138934793e-01, 1.114916522512298780e+00, 7.266175472679711755e-02, 4.045490637545841039e-01, 1.796117238597212395e-01
2.843999999982770532e+00, 2.477646191874355586e-01, 1.773395225228273364e-01, 3.805626653335381082e+00, 7.042509666460822215e-02, 4.251041417102628950e-01, 1.656655152341650616e-01
2.952999999979510903e+00, 2.416214428708536588e-01, 1.715055205478129008e-01, 5.014531221813188111e+00, 7.011592232304075800e-02, 4.131269634186665596e-01, 1.697200341096706810e-01
3.046999999991385266e+00, 2.478741174663730007e-01, 1.728822996046019689e-01, 4.284330313197238560e+00, 7.499181786177103182e-02, 4.207564170709749973e-01, 1.782309545836851528e-01
3.155999999988125637e+00, 2.440094718200679913e-01, 1.709000596068855349e-01, 1.907216696685338775e+00, 7.310941221318245642e-02, 4.149095314269535262e-01, 1.762056705753303754e-01
3.250000000000000000e+00, 2.459627282176315155e-01, 1.694540388585394630e-01, -1.232743727896731478e+00, 7.650868935909205248e-02, 4.154167670761709785e-01, 1.841733300694225195e-01
3.359999999986030161e+00, 2.280887433162964717e-01, 1.535445912231364618e-01, -3.892192040175125989e+00, 7.454415209316000990e-02, 3.816333345394329335e-01, 1.953292475960524410e-01
3.452999999979510903e+00, 2.334348356140160397e-01, 1.671594068253163812e-01, -5.014440901375023962e+00, 6.627542878869965848e-02, 4.005942424393323931e-01, 1.654427891552552043e-01
3.546999999991385266e+00, 2.741118466354215966e-01, 1.964807826162168480e-01, -4.191989735175928544e+00, 7.763106401920474853e-02, 4.705926292516384724e-01, 1.649644707411967171e-01
3.655999999988125637e+00, 2.383686995660648233e-01, 1.656232112039307536e-01, -1.732068514683847926e+00, 7.274548836213406977e-02, 4.039919107699955769e-01, 1.800666954530933950e-01
3.750000000000000000e+00, 2.337214635423504883e-01, 1.659806905689345524e-01, 1.390335287657600727e+00, 6.774077297341593584e-02, 3.997021541112850684e-01, 1.694781283429249441e-01
3.859999999986030161e+00, 2.361996673147161996e-01, 1.654299791345025250e-01, 3.998310837889292202e+00, 7.076968818021367458e-02, 4.016296464492187246e-01, 1.762063353785852937e-01
3.952999999979510903e+00, 2.587708091096174723e-01, 1.840623919141047837e-01, 5.029983471472906587e+00, 7.470841719551268856e-02, 4.428332010237222560e-01, 1.687055465191071302e-01
4.062999999994644895e+00, 2.467115036132306871e-01, 1.821864292005463404e-01, 4.111429662664896512e+00, 6.452507441268434674e-02, 4.288979328137770275e-01, 1.504438923017622776e-01
4.155999999988125637e+00, 2.627111372897751318e-01, 1.847902329655087550e-01, 1.590718590452905312e+00, 7.792090432426637681e-02, 4.475013702552839145e-01, 1.741243926913904616e-01
4.265999999974155799e+00, 2.275605749577492565e-01, 1.585170985733816984e-01, -1.538371514207083512e+00, 6.904347638436755807e-02, 3.860776735311309826e-01, 1.788331237931589657e-01
4.359999999986030161e+00, 2.502476540448000941e-01, 1.751028593829685731e-01, -4.078453068706039630e+00, 7.514479466183152101e-02, 4.253505134277686395e-01, 1.766655788334726418e-01
4.468999999982770532e+00, 2.389532271555407372e-01, 1.666843778177408697e-01, -5.011009252940333170e+00, 7.226884933779986753e-02, 4.056376049732816069e-01, 1.781611183276758659e-01
4.562999999994644895e+00, 2.456374536595220537e-01, 1.714169556653298565e-01, -4.001307992309395267e+00, 7.422049799419219718e-02, 4.170544093248519379e-01, 1.779635854092610214e-01
4.671999999991385266e+00, 2.429418632761283503e-01, 1.679081814981972787e-01, -1.403454048010764899e+00, 7.503368177793107163e-02, 4.108500447743256290e-01, 1.826303361343091791e-01
4.765999999974155799e+00, 2.318857571692585495e-01, 1.634074824024711603e-01, 1.706349229276153734e+00, 6.847827476678738923e-02, 3.952932395717296821e-01, 1.732341156175056796e-01
4.859999999986030161e+00, 2.370418379263378450e-01, 1.704491845530695660e-01, 4.175690972234545661e+00, 6.659265337326827905e-02, 4.074910224794073832e-01, 1.634211545768067819e-01
4.952999999979510903e+00, 2.570478209969718209e-01, 1.835438854314122292e-01, 4.559251921295636834e+00, 7.350393556555959163e-02, 4.405917064283840778e-01, 1.668300480765115834e-01
5.062000000005355105e+00, 2.602715795439486945e-01, 1.868868024825833252e-01, 4.932395306540743540e+00, 7.338477706136536938e-02, 4.471583820265320197e-01, 1.641136116665953548e-01
5.155999999988125637e+00, 2.373123630519500538e-01, 1.638728499258022275e-01, 3.400974346308471397e+00, 7.343951312614782623e-02, 4.011852129777522813e-01, 1.830563808198494291e-01
5.250000000000000000e+00, 2.448194369328418607e-01, 1.786840958385819966e-01, 5.219925967308925996e-01, 6.613534109425986407e-02, 4.235035327714238296e-01, 1.561624307156721514e-01
5.358999999996740371e+00, 2.780296308368615521e-01, 2.044274563636986064e-01, -2.534154469531516352e+00, 7.360217447316294570e-02, 4.824570872005601307e-01, 1.525569349602405311e-01
5.452999999979510903e+00, 2.812131344572132985e-01, 1.959300705028653999e-01, -4.612098357698673823e+00, 8.528306395434789855e-02, 4.771432049600786707e-01, 1.787368300916772068e-01
5.562000000005355105e+00, 2.708462182652832118e-01, 1.903408285035555203e-01, -4.883863121031523313e+00, 8.050538976172769146e-02, 4.611870467688387043e-01, 1.745612551908455878e-01
5.655999999988125637e+00, 2.582571327110357307e-01, 1.745054500060252700e-01, -3.259606656607987318e+00, 8.375168270501046064e-02, 4.327625827170610284e-01, 1.935280129330568255e-01
5.764999999984866008e+00, 2.578899912858707566e-01, 1.829416449734256045e-01, -3.580364984039913212e-01, 7.494834631244515211e-02, 4.408316362592963333e-01, 1.700158068246278853e-01
5.858999999996740371e+00, 2.835609066375465170e-01, 2.093532676701027329e-01, 2.709833044945022529e+00, 7.420763896744378418e-02, 4.929141743076492777e-01, 1.505488030886439066e-01
5.967999999993480742e+00, 2.817976601605698406e-01, 2.060860326380233587e-01, 4.688620512607066360e+00, 7.571162752254648187e-02, 4.878836927985932270e-01, 1.551837633437802566e-01
6.062000000005355105e+00, 2.699654025456875162e-01, 1.952553687747912159e-01, 4.860361920835627458e+00, 7.471003377089630026e-02, 4.652207713204787320e-01, 1.605904946136432476e-01
6.171999999991385266e+00, 2.798878812768708091e-01, 2.067349713804322031e-01, 3.156354881726846973e+00, 7.315290989643860597e-02, 4.866228526573029844e-01, 1.503277322406300354e-01
6.264999999984866008e+00, 2.597160375929534748e-01, 1.830817386301226146e-01, 2.217865120727214034e-01, 7.663429896283086018e-02, 4.427977762230760894e-01, 1.730683916628873165e-01
6.375000000000000000e+00, 2.445006040033214922e-01, 1.756117041886118835e-01, -2.813273259988423369e+00, 6.888889981470960877e-02, 4.201123081919333480e-01, 1.639773424187250528e-01
6.467999999993480742e+00, 2.437373363534031112e-01, 1.698791496900416143e-01, -4.727860203281730733e+00, 7.385818666336149696e-02, 4.136164860434446977e-01, 1.785668346295164743e-01
6.577999999979510903e+00, 2.660154119196859179e-01, 1.850736404074794506e-01, -4.796478159021744681e+00, 8.094177151220646738e-02, 4.510890523271653407e-01, 1.794363465365173826e-01
6.671999999991385266e+00, 2.498225431078235914e-01, 1.656199905973670394e-01, -2.993046548945335061e+00, 8.420255251045655198e-02, 4.154425337051906308e-01, 2.026815881356264504e-01
6.764999999984866008e+00, 2.427180366289754809e-01, 1.676666415229247087e-01, -1.459597013866402969e-02, 7.505139510605077224e-02, 4.103846781519001619e-01, 1.828805974044459270e-01
6.875000000000000000e+00, 2.474651092574947364e-01, 1.790093701122833225e-01, 2.946731312333436659e+00, 6.845573914521141390e-02, 4.264744793697780589e-01, 1.605154410326539716e-01
6.967999999993480742e+00, 2.853032171635088154e-01, 1.971248890103808604e-01, 4.793490171697528446e+00, 8.817832815312795502e-02, 4.824281061738896481e-01, 1.827802464754082201e-01
7.077999999979510903e+00, 2.329453139507008386e-01, 1.669854980173186010e-01, 4.772445024964128812e+00, 6.595981593338223758e-02, 3.999308119680194396e-01, 1.649280674544694181e-01
7.171999999991385266e+00, 2.892483784891901055e-01, 2.083645629851933745e-01, 2.905591941700088388e+00, 8.088381550399673103e-02, 4.976129414743835078e-01, 1.625436333394888744e-01
7.280999999988125637e+00, 3.005057766363705141e-01, 2.279808612393212919e-01, -9.598364871810796672e-02, 7.252491539704922219e-02, 5.284866378756918337e-01, 1.372313133375913097e-01
7.375000000000000000e+00, 2.792904711513553018e-01, 1.947529631564143549e-01, -3.068117931881139793e+00, 8.453750799494094692e-02, 4.740434343077696289e-01, 1.783328317127487461e-01
