# t,V1,V2,Vm,V1-V2,V1+V2,Vdiv
1.600000000325962901e-02, 1.379668605796993963e-01, 1.098274355255943607e-01, -4.994595022152730657e+00, 2.813942505410503558e-02, 2.477942961052937432e-01, 1.135596157635037629e-01
1.089999999967403710e-01, 1.369330687591588658e-01, 1.068194561412555976e-01, -4.322784439022084868e+00, 3.011361261790326815e-02, 2.437525249004144634e-01, 1.235417464094217682e-01
2.189999999827705324e-01, 1.331328370791442506e-01, 1.043412547401314505e-01, -1.969405509919987418e+00, 2.879158233901280006e-02, 2.374740918192757011e-01, 1.212409409314595260e-01
3.129999999946448952e-01, 1.301200263524598388e-01, 1.014476044153132805e-01, 1.153558529941394406e+00, 2.867242193714655829e-02, 2.315676307677731194e-01, 1.238187817618629366e-01
4.219999999913852662e-01, 1.302665606933632592e-01, 1.044265988969916431e-01, 3.838339932464315485e+00, 2.583996179637161605e-02, 2.346931595903549161e-01, 1.101010435986884695e-01
5.160000000032596290e-01, 1.365256710768507908e-01, 1.123780991259734907e-01, 5.019043696863573878e+00, 2.414757195087730013e-02, 2.489037702028242816e-01, 9.701569378077383454e-02
6.250000000000000000e-01, 1.378960089096428476e-01, 1.145503499466699326e-01, 4.243685325431053812e+00, 2.334565896297291498e-02, 2.524463588563127803e-01, 9.247770127776244742e-02
7.189999999827705324e-01, 1.289541926198185251e-01, 1.031915238833028547e-01, 1.829287653582952089e+00, 2.576266873651567035e-02, 2.321457165031213798e-01, 1.109762830199336053e-01
8.280000000086147338e-01, 1.321650662324992398e-01, 1.043412547583513483e-01, -1.285924236165217005e+00, 2.782381147414789146e-02, 2.365063209908505881e-01, 1.176451071479999722e-01
9.219999999913852662e-01, 1.307528615079293632e-01, 1.015699847171162989e-01, -3.920138881082432469e+00, 2.918287679081306429e-02, 2.323228462250456761e-01, 1.256134610306224308e-01
1.030999999988125637e+00, 1.320137010584303550e-01, 1.020723881058337168e-01, -5.008891650802971718e+00, 2.994131295259663816e-02, 2.340860891642640718e-01, 1.279072714636454444e-01
1.125000000000000000e+00, 1.385095208572095227e-01, 1.093942736691795592e-01, -4.135148900626300694e+00, 2.911524718802996348e-02, 2.479037945263890819e-01, 1.174457504519184625e-01
1.233999999996740371e+00, 1.314259533918065159e-01, 1.022833331468605417e-01, -1.638298014115566525e+00, 2.914262024494597425e-02, 2.337092865386670715e-01, 1.246960301687641548e-01
1.328000000008614734e+00, 1.353823809618373564e-01, 1.080738543857551193e-01, 1.474427956221480818e+00, 2.730852657608223710e-02, 2.434562353475924756e-01, 1.121701669998007300e-01
1.437999999994644895e+00, 1.334049724505635970e-01, 1.086744843137276151e-01, 4.039111704794021485e+00, 2.473048813683598190e-02, 2.420794567642912121e-01, 1.021585576380223404e-01
1.530999999988125637e+00, 1.387156351988106107e-01, 1.145294164961778438e-01, 5.031001274932295431e+00, 2.418621870263276685e-02, 2.532450516949884545e-01, 9.550519759715958568e-02
1.625000000000000000e+00, 1.294807501176144238e-01, 1.038855491063478131e-01, 4.081402242044110729e+00, 2.559520101126661062e-02, 2.333662992239622369e-01, 1.096782230184094875e-01
1.733999999996740371e+00, 1.357607939805174913e-01, 1.110286952342650901e-01, 1.548462830880367624e+00, 2.473209874625240112e-02, 2.467894892147825814e-01, 1.002153650260521750e-01
