# freq,V1,V2,Vm,V1-V2,V1+V2,Vdiv
0.000000000000000000e+00, 3.067537687647925893e+00, 3.228783333661616073e+00, 3.557912475217887227e+00, 1.612456460136899028e-01, 6.296321021309541521e+00, 2.583467360873224816e+00
1.000000000000000056e-01, 3.094610862600930684e-02, 1.805382959076030913e-02, 3.924640517506380544e+00, 1.326147564713375630e-02, 4.890130946744097179e-02, 2.288923751891488167e-01
2.000000000000000111e-01, 2.509070425637853832e-02, 1.498324414616109511e-02, 4.907763673866730514e+00, 1.035975047415698194e-02, 4.000946963610300250e-02, 1.796604374337784915e-01
3.000000000000000444e-01, 1.020204404956492200e-02, 5.053132035393897124e-03, 4.070929538573192730e+00, 5.274584542932820794e-03, 1.521218098144465868e-02, 8.872753604354631507e-02
4.000000000000000222e-01, 2.333473460160516780e-02, 1.087142427574892649e-02, 2.861273176930380746e+00, 1.246417865744335433e-02, 3.420584248073296058e-02, 2.085518030280456014e-01
5.000000000000000000e-01, 6.612292025582898296e-03, 8.160790824525756063e-03, 5.196247434353565176e+00, 1.583776466018556707e-03, 1.476934248814710041e-02, 2.346612331422946382e-02
6.000000000000000888e-01, 6.554833822211733954e-03, 3.220524944599263608e-03, 7.575009837301103666e+00, 3.531669357133056502e-03, 9.705800650285478781e-03, 5.401582345729456780e-02
7.000000000000000666e-01, 9.639696383261652998e-03, 5.059457336751890105e-03, 7.147082587457154190e+00, 4.680557184628434189e-03, 1.466751833982771723e-02, 7.799310310370138888e-02
8.000000000000000444e-01, 1.012202448953044946e-02, 6.541273479976638522e-03, 6.542632635706596922e+00, 3.832119100863490453e-03, 1.660729177830628026e-02, 6.932359183820992199e-02
9.000000000000000222e-01, 1.494460314241920391e-02, 8.212822562816508506e-03, 1.979033137847310897e+01, 7.166704429682123519e-03, 2.302654083189661222e-02, 1.212201415103385943e-01
1.000000000000000000e+00, 1.851404860873091113e-02, 1.292323542721376603e-02, 2.498591324374229998e+02, 2.785851702624985229e-02, 1.560330249291616220e-02, 4.485168936481128688e-01
1.100000000000000089e+00, 4.392240092192991469e-03, 3.421341949693471052e-03, 2.017491427620503330e+01, 1.416840686467895488e-03, 7.745144930701323115e-03, 2.126991757053190227e-02
1.200000000000000178e+00, 1.124428270377516095e-02, 7.998525236009525544e-03, 5.947409400327781093e+00, 4.659143486905972277e-03, 1.895027653928616287e-02, 7.791804708982051630e-02
1.300000000000000044e+00, 1.272784553620387449e-02, 1.969369841545812096e-03, 6.505136499810300954e+00, 1.121107362697467379e-02, 1.435495619161070678e-02, 1.859892219934346225e-01
1.400000000000000133e+00, 3.868286157700832721e-03, 2.011018537496380570e-03, 5.723258083920350181e+00, 2.270376118684826455e-03, 5.732456627985469538e-03, 4.047906508642339085e-02
1.500000000000000000e+00, 7.000352530801959294e-03, 3.176599468571153235e-03, 3.226053417651058464e+00, 5.091977317308673395e-03, 9.605373833353749238e-03, 8.575878192015325141e-02
