# freq,V1,V2,Vm,V1-V2,V1+V2,Vdiv
0.000000000000000000e+00, 6.779299023940993152e+00, 6.567220434730826284e+00, 2.815473757422374490e+00, 2.120785892101663128e-01, 1.334651945867182121e+01, 1.585325043169987014e+00
1.000000000000000056e-01, 4.457257891588699977e-02, 1.126429577967720010e-02, 3.791471320712036075e+00, 3.446223976038195747e-02, 5.513213520214873403e-02, 2.512229336788038836e-01
2.000000000000000111e-01, 1.406341259775052699e-02, 8.295173623803251545e-03, 3.923168128366092855e+00, 1.236227834401286245e-02, 1.950264168856030017e-02, 9.068441085052571238e-02
3.000000000000000444e-01, 6.959183467768602360e-03, 5.005190382578785131e-03, 4.669171352014702236e+00, 1.195336443844873670e-02, 2.020249788881154415e-03, 8.819110226124363128e-02
4.000000000000000222e-01, 8.609942832333402490e-03, 1.168605527446949649e-02, 4.426141916169569868e+00, 7.752690297332904407e-03, 1.900751956625724298e-02, 5.930382921761386678e-02
5.000000000000000000e-01, 3.192970890705513088e-03, 5.504774895227781267e-03, 4.510497725784610168e+00, 4.341684691285605316e-03, 7.883209597207034222e-03, 3.301146736660218184e-02
6.000000000000000888e-01, 5.643098678792898663e-03, 6.071908274284341760e-03, 6.678653943489109679e+00, 7.508283527702004634e-03, 9.002829779989703421e-03, 5.590982669695036128e-02
7.000000000000000666e-01, 1.090157177486812505e-02, 1.142637952052593525e-02, 8.330242681187048248e+00, 2.831444863155567222e-03, 2.215391053981888639e-02, 2.213880134705823940e-02
8.000000000000000444e-01, 1.923854825862125056e-02, 1.418616185671993032e-02, 7.725256796910671575e+00, 5.887631116364806620e-03, 3.328774030309544080e-02, 4.222858014038394919e-02
9.000000000000000222e-01, 8.117487394010492255e-03, 8.994150966265230607e-04, 1.879368096053235249e+01, 8.887304642013725553e-03, 7.377053233911198306e-03, 6.547238221622789234e-02
1.000000000000000000e+00, 1.498603342210941963e-02, 1.213311129877129788e-02, 2.494859443339463780e+02, 2.696228416880808512e-02, 4.077058674381772371e-03, 2.005253546681446952e-01
1.100000000000000089e+00, 1.583961857044145988e-03, 3.338182346449885575e-03, 1.903533667162569287e+01, 1.846105887621754971e-03, 4.888423686335859053e-03, 1.384734929755361554e-02
1.200000000000000178e+00, 5.963614876954841972e-03, 3.805725403926730858e-03, 6.334421853126055879e+00, 7.112287835573663335e-03, 7.036466318075565787e-03, 5.320562990271225645e-02
1.300000000000000044e+00, 1.121519328622098619e-02, 5.286117182280347833e-03, 7.583945070991348736e+00, 1.521492572845740791e-02, 8.715114784196465944e-03, 1.135611123505568948e-01
1.400000000000000133e+00, 5.796725345611287820e-03, 1.042611036973014292e-02, 5.361762190093339875e+00, 4.707575147471916056e-03, 1.620031915054137225e-02, 3.695591344785079807e-02
1.500000000000000000e+00, 4.740469418208929052e-03, 1.239392796091899618e-03, 1.666792991043980487e+00, 4.677230669800573615e-03, 5.112709934803497634e-03, 3.458220903938991064e-02
1.600000000000000089e+00, 2.669058858057902703e-03, 8.790828481758489535e-03, 2.586159562957578206e+00, 6.133414320677320862e-03, 1.145365923789666215e-02, 4.720548007647075439e-02
1.700000000000000178e+00, 1.262556857957425165e-02, 5.897767966288497074e-03, 3.078742238329184921e+00, 8.240651155048725474e-03, 1.790164703104750107e-02, 6.014500393908989856e-02
1.800000000000000044e+00, 1.137271248848375875e-02, 1.134011823155675093e-02, 1.824321527417617883e+00, 4.805809779280923073e-03, 2.219860207463908094e-02, 3.609445156384406828e-02
1.900000000000000133e+00, 1.191215472806713381e-02, 3.435556701137286884e-03, 6.166496118348516742e-01, 8.759856730580245499e-03, 1.518781980022128331e-02, 6.600299629704393933e-02
2.000000000000000000e+00, 1.703049597128229384e-02, 1.491153160699084344e-02, 1.545067875329582341e+00, 2.517225239120473093e-03, 3.191311192729143903e-02, 1.702053307142760430e-02
2.100000000000000089e+00, 9.353531842012895170e-03, 6.831979954467367298e-03, 1.800656098772760227e+00, 3.299125627734050478e-03, 1.604508604302308516e-02, 2.183993619137549608e-02
2.200000000000000178e+00, 1.676120038194828243e-02, 7.022156178717276973e-03, 4.969824723360135033e-01, 9.754513525103277946e-03, 2.377701615368971177e-02, 6.904508464254277555e-02
2.300000000000000266e+00, 9.080207632355050129e-03, 1.499725212995181058e-02, 8.965510998651827768e-01, 6.752769903198707277e-03, 2.385656267835972039e-02, 5.285205367481981414e-02
2.400000000000000355e+00, 8.223898087808767521e-03, 3.444543261225798368e-03, 1.382598191459363246e+00, 6.720592621617135429e-03, 1.066903889244513910e-02, 4.927510036538555044e-02
2.500000000000000000e+00, 6.488158802165260378e-03, 6.166548532649029045e-03, 9.561307474307894072e-01, 9.506688728352278780e-03, 8.358703267701262513e-03, 7.067310779185362324e-02
2.600000000000000089e+00, 7.939813050520860491e-03, 5.608964628521922145e-03, 1.018012937304447613e-01, 6.448121682992957564e-03, 1.214182678692879089e-02, 4.675296151346295531e-02
2.700000000000000178e+00, 6.930361199539296010e-03, 3.683195880302052826e-03, 1.024610152520557760e+00, 5.307897661858186102e-03, 9.747712496208919830e-03, 3.781683844962015900e-02
2.800000000000000266e+00, 1.133287291850881146e-02, 1.450667481473234301e-02, 1.047979048949935876e+00, 4.296918627789276558e-03, 2.567667688469594395e-02, 3.380765883064976857e-02
2.900000000000000355e+00, 7.838301160651426833e-03, 1.017260164719407771e-02, 4.429329496604141325e-01, 4.849206725746973805e-03, 1.750219337243490159e-02, 3.834432298737285028e-02
3.000000000000000000e+00, 1.484775987874863840e-02, 1.396118700158708106e-02, 3.775869249836530384e-01, 1.828318479772242551e-03, 2.876453864321540030e-02, 1.390293024577428198e-02
3.100000000000000089e+00, 1.881438207985693806e-02, 1.430509579670534394e-03, 8.007440410135352460e-01, 1.748619670290689487e-02, 2.015657674993432194e-02, 1.290095544154693796e-01
3.200000000000000178e+00, 6.074944672829233824e-03, 8.676267525438157921e-03, 6.288912747948299797e-01, 3.300671743234406125e-03, 1.461063680834033367e-02, 2.762779566702410275e-02
3.300000000000000266e+00, 9.322805896648677162e-03, 4.656320247506492115e-03, 2.222185198803637296e-01, 1.122567527780327611e-02, 9.548626635551499611e-03, 8.310799129642683358e-02
3.400000000000000355e+00, 8.123802685507075863e-03, 3.493106262770623565e-03, 5.495003305550845152e-01, 4.719392108234805872e-03, 1.158115974334368407e-02, 3.343425641746523846e-02
3.500000000000000000e+00, 6.015719006497572546e-03, 4.313531115057857128e-03, 7.526715885354605673e-01, 1.746638555750991677e-03, 1.032182665263229292e-02, 1.212895070042191957e-02
