# freq,V1,V2,Vm,V1-V2,V1+V2,Vdiv
0.000000000000000000e+00, 7.356626532030992038e-01, 1.371931998694144728e+00, 4.674972941116425140e+00, 6.362693454910454127e-01, 2.107594651897243931e+00, 3.020918697647845619e+01
1.000000000000000056e-01, 5.906870198688770127e-03, 5.542714938374397084e-03, 3.610293571754318531e+00, 3.359622216223118012e-03, 1.095164587761730812e-02, 2.305726662055543608e-01
2.000000000000000111e-01, 4.957736391318367380e-03, 4.821091780487401710e-03, 3.815393707124197231e+00, 1.113284441506481306e-03, 9.716210676784971245e-03, 1.525965982082525541e-01
3.000000000000000444e-01, 2.570989846923827163e-03, 2.696643240470961590e-03, 4.120997058612844377e+00, 2.018137754425899065e-03, 4.867326486161266570e-03, 1.143059837848704047e-01
4.000000000000000222e-01, 2.037593022560783406e-03, 8.737492064129423475e-04, 4.470818263831552564e+00, 2.147203929977898381e-03, 2.284723459344437709e-03, 1.255316402693107680e-01
5.000000000000000000e-01, 2.259776958321494875e-03, 3.103440845720152174e-03, 5.352950106431412891e+00, 2.016761961336723929e-03, 5.040688956858566973e-03, 8.546588460723643366e-02
6.000000000000000888e-01, 1.967073885389859257e-03, 3.155914607313634827e-03, 6.387236010755098725e+00, 5.106644479102986044e-03, 1.257193510372878274e-03, 2.262409687761769428e-01
7.000000000000000666e-01, 3.600948286224961783e-03, 4.045474944618484420e-03, 8.233045558099268746e+00, 1.092833867831393638e-03, 7.580970011319469043e-03, 9.879465438630523344e-02
8.000000000000000444e-01, 2.933472300574831420e-03, 1.075260004318823702e-03, 1.204112178962532198e+01, 2.031221562940310841e-03, 3.923904508585976912e-03, 1.484348366230983096e-01
9.000000000000000222e-01, 4.141424457475876078e-03, 3.235500627991837012e-03, 2.282571746348236275e+01, 1.436397772748809016e-03, 7.292220727588553941e-03, 1.533181257175469658e-01
1.000000000000000000e+00, 1.380702797147938254e-02, 2.823142027012697473e-03, 2.469458746762424255e+02, 1.657607088021412212e-02, 1.106535940645020713e-02, 9.445559711855301410e-01
1.100000000000000089e+00, 1.316901909401429691e-03, 3.375491194971982564e-03, 2.776686177401341382e+01, 2.849636741910353908e-03, 4.258628104424173715e-03, 9.537967228706999145e-02
1.200000000000000178e+00, 1.607994283431948661e-03, 4.507432192946229758e-03, 1.319285641592378511e+01, 4.086553802029787782e-03, 5.394929026616721544e-03, 1.366142603579172943e-01
1.300000000000000044e+00, 7.275126801270642967e-04, 9.219578095187871232e-04, 8.565446502007542762e+00, 1.442085361183487917e-03, 8.239852035182342266e-04, 6.346553388577526322e-02
1.400000000000000133e+00, 5.079494903921570560e-04, 1.233602047860378947e-03, 6.597147039880683295e+00, 1.461450254836885307e-03, 1.193204319128643659e-03, 5.373566601941139054e-02
1.500000000000000000e+00, 3.009155243366077193e-03, 2.278345860454377217e-03, 5.190323940230899602e+00, 1.458100869729552201e-03, 5.134753366107133905e-03, 1.207340748259082552e-01
1.600000000000000089e+00, 5.869037630408165682e-04, 1.395398383388003153e-03, 4.303441737230782493e+00, 8.663647951190154434e-04, 1.957702069428594784e-03, 1.544230335762608423e-02
1.700000000000000178e+00, 2.482863696531229479e-03, 2.943428105375844872e-03, 3.733816995708336250e+00, 2.482085057632853978e-03, 4.847268928047447113e-03, 1.200901266872284878e-01
1.800000000000000044e+00, 9.200431215871306091e-04, 1.336169440210224508e-03, 3.271772837809828527e+00, 7.821252095044835826e-04, 2.156834809094238057e-03, 3.195761879532748456e-02
1.900000000000000133e+00, 1.661589799617882533e-03, 2.314905498118643035e-03, 2.954156399447235071e+00, 3.911330460730782707e-03, 9.699640621114654108e-04, 1.741531510809023464e-01
2.000000000000000000e+00, 3.624042879551567058e-03, 5.356726650642648288e-03, 2.836549134110613934e+00, 2.018152003116230418e-03, 8.920957173834316925e-03, 6.935880788432137456e-02
2.100000000000000089e+00, 6.091838030015543680e-04, 1.964552178784224022e-03, 2.425701055199920297e+00, 1.918100429401764636e-03, 2.186785558928710290e-03, 6.884107440536825495e-02
2.200000000000000178e+00, 1.485630369143215931e-03, 2.202189505223080615e-03, 2.300926066877538645e+00, 2.980568833379869734e-03, 2.286849765672212785e-03, 1.330416753994266288e-01
2.300000000000000266e+00, 1.443027064888974557e-03, 7.130112684019707277e-04, 2.217749256689478088e+00, 1.346734948332926115e-03, 1.835137416293180839e-03, 8.286929694232680887e-02
2.400000000000000355e+00, 2.306429930666813177e-03, 1.856455069248104774e-03, 1.975690707096108500e+00, 1.246493688250854305e-03, 3.997291881208614797e-03, 9.581548220157530549e-02
2.500000000000000000e+00, 2.459122780372575371e-03, 3.158325015065845728e-03, 1.977987553979438928e+00, 8.259410923015391998e-04, 5.600216496844149031e-03, 4.655763789963759947e-02
2.600000000000000089e+00, 3.453474488205100258e-03, 1.418789533182489206e-03, 1.805868278162216622e+00, 2.098226931068033780e-03, 4.845239241363019297e-03, 1.671003995232176742e-01
