# freq,V1,V2,Vm,V1-V2,V1+V2,Vdiv
0.000000000000000000e+00, 1.562449047903298194e+00, 1.984870220600839286e+00, 2.309363689448832524e+00, 4.224211726975412029e-01, 3.547319268504137479e+00, 1.191264169312889365e+01
1.000000000000000056e-01, 4.817313088125436786e-03, 2.387546015059267574e-03, 2.190758050743701002e+00, 4.403456149166222813e-03, 6.198656037276937050e-03, 1.386813678209294631e-01
2.000000000000000111e-01, 2.111860041160513492e-03, 2.110034708649215912e-03, 1.676048091456333822e+00, 1.934065798205817635e-05, 4.221850844032560071e-03, 1.255367851951940186e-02
3.000000000000000444e-01, 9.897643493762553219e-04, 3.770675852006720192e-03, 3.857843652091043296e+00, 3.558389965770605325e-03, 4.211071187703811954e-03, 8.910129864285284973e-02
4.000000000000000222e-01, 3.500357030624319001e-03, 1.872817280752152357e-03, 3.482939481404336846e+00, 2.897753500082259764e-03, 4.808628959548733560e-03, 9.504093234228559728e-02
5.000000000000000000e-01, 3.377955902321232249e-03, 3.101854544296536471e-03, 2.032631324337581091e+00, 3.183386900003686015e-03, 5.650683430248497514e-03, 9.488899612064895239e-02
6.000000000000000888e-01, 1.318743175773708998e-03, 3.950346598981266041e-03, 5.569524152417303142e+00, 3.477814913627113279e-03, 4.753256468782016651e-03, 8.528816552649713667e-02
7.000000000000000666e-01, 3.694828017715504238e-03, 3.303768360717326130e-03, 7.704064409790538193e+00, 4.651977415920341852e-04, 6.994059621190138777e-03, 3.417891227670531717e-02
8.000000000000000444e-01, 3.414848309280192010e-03, 3.008282514347858285e-03, 5.871559992656272264e+00, 4.804517326517148074e-04, 6.418027068783803933e-03, 3.123044574499018664e-02
9.000000000000000222e-01, 6.270834122045535440e-03, 3.867782500008853930e-03, 1.702316532726329257e+01, 4.614701129484246808e-03, 9.341880838070398124e-03, 1.495453762579767309e-01
1.000000000000000000e+00, 1.035848904976250685e-02, 4.580818035834348032e-03, 2.490717287381519895e+02, 1.490010911922207311e-02, 5.878020651394996396e-03, 4.385667748888342210e-01
1.100000000000000089e+00, 2.553632528577568991e-03, 3.138221907453724643e-03, 1.973445986337692659e+01, 1.309821820135841260e-03, 5.569858028923173332e-03, 3.324481314927793529e-02
1.200000000000000178e+00, 4.401446624161546497e-04, 1.245105793271319766e-03, 8.213686884985992975e+00, 1.289009530322306500e-03, 1.351475471964152858e-03, 3.529072841526524618e-02
1.300000000000000044e+00, 2.083978536695841634e-03, 3.408541406214616373e-03, 8.421295436685179325e+00, 1.863838244840805873e-03, 5.333699383696574418e-03, 4.071415394156904094e-02
1.400000000000000133e+00, 3.361657254563556099e-03, 1.962304844200023473e-03, 5.792770897697081089e+00, 1.566893832213939013e-03, 5.277082841497850348e-03, 5.947545655437982970e-02
1.500000000000000000e+00, 3.545659843564069342e-03, 4.495391063640497009e-03, 3.129882196389774052e+00, 1.061657072518383581e-03, 8.027040135879228919e-03, 1.199695130062120897e-02
1.600000000000000089e+00, 2.915419992258058528e-03, 3.141662127366574245e-03, 3.833866284615856657e+00, 4.361960836506164479e-03, 4.208649066905064025e-03, 1.233758032877577543e-01
1.700000000000000178e+00, 1.554480175341223323e-03, 3.416026717878298431e-03, 3.680628486203056493e+00, 2.593959842559130386e-03, 4.630622705507855298e-03, 6.177978254759442650e-02
1.800000000000000044e+00, 4.483385382661059411e-03, 3.782697805198421189e-03, 2.499889320561267336e+00, 7.791731823273488318e-04, 8.259054637291462705e-03, 4.615928642297063844e-02
1.900000000000000133e+00, 4.122192862986095128e-03, 3.325669789017053363e-03, 2.256180416570662040e+00, 8.176084239975610693e-04, 7.445577449431091399e-03, 4.706316409506037385e-02
2.000000000000000000e+00, 4.667357526885566876e-03, 5.142169503642251421e-03, 2.543693251118801069e+00, 7.667154225496459422e-04, 9.791037454567892706e-03, 2.433576968445307423e-02
2.100000000000000089e+00, 1.633367072729815595e-03, 3.137136721992779369e-03, 2.237742828134735351e+00, 1.555469635096622507e-03, 4.753897751087999939e-03, 2.980313702789883987e-02
