# freq,V1,V2,Vm,V1-V2,V1+V2,Vdiv
0.000000000000000000e+00, 1.580574154792702402e+01, 1.374801088860222364e+01, 2.007193024533831860e+00, 2.057730659324803035e+00, 2.955375243652924766e+01, 6.922606749682806537e+00
1.000000000000000056e-01, 1.100586364546447399e-01, 3.645272818194638526e-02, 1.006489636355581085e+00, 7.377266688816851159e-02, 1.464274677802374081e-01, 2.163360472956661618e-01
2.000000000000000111e-01, 1.647508829005211173e-01, 5.010810390950034415e-02, 1.429748168176689704e+00, 1.158341624245372153e-01, 2.142190416448056245e-01, 3.363034729832215519e-01
3.000000000000000444e-01, 1.186189233858292030e-01, 3.999401307684451179e-02, 1.868809186279626777e+00, 7.898544480954693137e-02, 1.584337074067449225e-01, 2.280401597905507838e-01
4.000000000000000222e-01, 9.357368544661040510e-02, 2.705696451859499613e-02, 2.409013387500880565e+00, 6.730486337923707874e-02, 1.201926921220488470e-01, 2.029439081609904216e-01
5.000000000000000000e-01, 1.381835329908583931e-01, 5.945549801347049107e-02, 3.283278185417683126e+00, 8.028904666709009430e-02, 1.970100481016664740e-01, 2.228940206069810748e-01
6.000000000000000888e-01, 1.233349339051879184e-01, 4.073108348910782495e-02, 4.669868683644086360e+00, 8.320275998597152778e-02, 1.637631060340036526e-01, 2.466409242192926232e-01
7.000000000000000666e-01, 1.104176110781721620e-01, 4.180902281840928603e-02, 6.643770616617786118e+00, 6.884184595045096666e-02, 1.521212894259574566e-01, 1.894329153156278367e-01
8.000000000000000444e-01, 1.094717949140843194e-01, 3.449291179888935160e-02, 1.063959827196399210e+01, 7.514882614694566587e-02, 1.438760703553263742e-01, 2.214047807036399196e-01
9.000000000000000222e-01, 2.620989275237484151e-02, 6.496261990682151467e-03, 2.147060444653099154e+01, 2.011969240257292790e-02, 3.245793852836319909e-02, 6.067443212362270966e-02
1.000000000000000000e+00, 9.235623163004245961e-02, 4.408220878223403222e-02, 2.457674651504080146e+02, 4.843072647050133961e-02, 1.363828949596853357e-01, 1.298187951123177808e-01
1.100000000000000089e+00, 2.571165842865064805e-02, 1.613076500341193570e-03, 2.902820979160937398e+01, 2.433747051886837529e-02, 2.711218026345934770e-02, 7.270681248047586309e-02
1.200000000000000178e+00, 4.147107371117719071e-02, 1.378379856978831537e-02, 1.436279486245069670e+01, 3.084462729909242737e-02, 5.355646629792560481e-02, 9.247473531689223702e-02
1.300000000000000044e+00, 4.896793066057539279e-02, 1.082577286311253370e-02, 9.723181993736803364e+00, 3.840861141017420932e-02, 5.962289620663737549e-02, 1.140975625378097408e-01
1.400000000000000133e+00, 2.511366473854729706e-02, 9.218334314331505172e-03, 7.473689620143378676e+00, 1.597781623658634312e-02, 3.429368858218321409e-02, 4.743655675932272053e-02
1.500000000000000000e+00, 7.614352357477323363e-02, 2.546370553690188721e-02, 6.099953782854966811e+00, 5.256432347369019431e-02, 1.006452426190991012e-01, 1.550708639602858541e-01
1.600000000000000089e+00, 5.139538191651020493e-02, 9.671726340940505276e-03, 5.241937341267411732e+00, 4.302393117139246409e-02, 6.015809581490435404e-02, 1.342829402128886962e-01
