# freq,V1,V2,Vm,V1-V2,V1+V2,Vdiv
0.000000000000000000e+00, 4.357319477091940030e+01, 3.567913162369042368e+01, 9.503180583530772552e-01, 7.894063147228980171e+00, 7.925232639460982398e+01, 3.158342781957344059e+01
3.333333333333333287e-02, 3.043029595485574057e-01, 3.348597582873631961e-01, 2.918118088196133719e+00, 5.683425990132363603e-01, 2.940227677705321008e-01, 2.195833073049969553e+00
6.666666666666666574e-02, 6.692374814839226194e-02, 3.172106346794243414e-01, 2.516163844509504255e+00, 2.969983413259612015e-01, 3.492774468664320842e-01, 1.175317166039766992e+00
1.000000000000000056e-01, 8.688465722498361909e-02, 3.116471643407866532e-01, 3.140176672067625407e+00, 2.258553009929807343e-01, 3.979135338473457351e-01, 7.951823330986370619e-01
1.333333333333333315e-01, 1.010795677007879784e-01, 1.188658547158545631e-01, 2.629286707520285926e+00, 2.199383517048051073e-01, 1.787350825078929881e-02, 1.031446375782275382e+00
1.666666666666666574e-01, 9.827600966098420932e-02, 6.129265568673386566e-02, 3.146153466670863708e+00, 4.812665742924188833e-02, 1.565686822986175897e-01, 2.531658026159914199e-01
2.000000000000000111e-01, 7.311878791968612346e-02, 3.739973581821784965e-01, 4.092985844519017924e+00, 3.336619049059786901e-01, 4.232144791505825232e-01, 1.163760731500080858e+00
2.333333333333333370e-01, 1.078494416599088540e-01, 4.524856937114686839e-01, 2.705411875596138938e+00, 3.545634294590593316e-01, 5.541068350508205897e-01, 1.610363640436187849e+00
2.666666666666666630e-01, 1.207745450492108824e-01, 3.469471448870395380e-01, 1.219919899347713166e+00, 3.348853926351441634e-01, 3.972019611656393834e-01, 1.276284001658452238e+00
2.999999999999999889e-01, 2.244746183552374930e-02, 4.955343778184816972e-01, 4.110501628101475902e+00, 5.164534203417137093e-01, 4.747549693293996453e-01, 1.902627467945687378e+00
3.333333333333333148e-01, 1.130581405307293646e-01, 3.576459127602246713e-01, 4.373744253051251363e+00, 4.686636545283262012e-01, 2.484750752749149139e-01, 1.889664469770754529e+00
3.666666666666666408e-01, 3.912290364530553177e-02, 3.334496863764831454e-01, 2.143383089856853996e+00, 3.385551347327425131e-01, 3.328948942452017445e-01, 1.120943766741508085e+00
4.000000000000000222e-01, 9.409517397027389318e-02, 1.764524171919788775e-01, 4.649946270391012604e+00, 1.651120166055117244e-01, 2.296012555872417316e-01, 5.972214561100569474e-01
4.333333333333333481e-01, 8.277826282065380015e-02, 2.604544464688949290e-01, 3.760985948630013453e+00, 2.655909740906315930e-01, 2.807827513285615639e-01, 7.911213198607111030e-01
4.666666666666666741e-01, 8.139408708093230638e-02, 1.899750285222825130e-01, 4.160684279871339264e+00, 1.978658265606241529e-01, 2.151281767389890687e-01, 6.788530162133555867e-01
5.000000000000000000e-01, 8.625704436202050185e-02, 2.054911396389475509e-01, 4.087100911333886977e+00, 1.375033043368156516e-01, 2.835958632293986148e-01, 8.956372730096082702e-01
5.333333333333333259e-01, 7.932919391965888301e-02, 2.881053741392837764e-01, 7.075197868254274880e+00, 3.305038223352673721e-01, 2.633683326703067373e-01, 1.269099194109610584e+00
5.666666666666666519e-01, 1.303289949274002990e-01, 1.369366846611120014e-01, 4.561974150653732352e+00, 2.641582120943429812e-01, 4.117091245826890594e-02, 7.582035153791534254e-01
5.999999999999999778e-01, 5.095169073969031681e-02, 2.397731415929826304e-01, 2.988928190617376579e+00, 2.730959761418351728e-01, 2.135253058827954742e-01, 1.125534565923572927e+00
6.333333333333333037e-01, 1.216376734134362869e-01, 3.760514810574617228e-01, 7.073167721901757687e+00, 4.957115157942042494e-01, 2.582459546767388869e-01, 1.503124557868543487e+00
6.666666666666666297e-01, 1.551156010430773148e-02, 3.773586730866997363e-01, 5.971152244171724632e+00, 3.847767706700211954e-01, 3.704418848537507358e-01, 1.575271958693358121e+00
6.999999999999999556e-01, 2.351403815036874623e-02, 1.666861934392876443e-01, 5.609077844763676879e+00, 1.866261440107240266e-01, 1.478008001281514716e-01, 4.374374571329212036e-01
7.333333333333332815e-01, 2.229618615156410411e-02, 5.690842999172053274e-01, 3.644868157661105723e+00, 5.905572137318875203e-01, 5.476771840852525663e-01, 2.124586440819737465e+00
7.666666666666666075e-01, 8.155178467991748559e-02, 3.276561342126588922e-02, 4.163371911280582260e+00, 8.952421437050185615e-02, 8.622049092905610668e-02, 2.486390599073312335e-01
8.000000000000000444e-01, 3.307204615429530647e-02, 3.743652450738601534e-01, 8.713598028528753758e+00, 3.640449925463685177e-01, 3.872433825309362643e-01, 1.400975035508843503e+00
8.333333333333333703e-01, 4.951247785719008199e-02, 3.110439507301978046e-01, 1.633007079509821580e+01, 2.665441643950106632e-01, 3.568667229173691502e-01, 1.600003642539887805e+00
8.666666666666666963e-01, 2.458376008525252343e-02, 3.114084733976035246e-01, 1.436241389435310012e+01, 2.871190739595880781e-01, 3.357407251080795074e-01, 1.352106735123496994e+00
