# t,V1,V2,Vm,V1-V2,V1+V2,Vdiv
0.000000000000000000e+00, 1.741817857760387389e-01, 1.654927792686477495e-01, -2.512840552748968559e+00, 8.689006507390989453e-03, 3.396745650446865161e-01, 2.558038605642401139e-02
6.300000000010186341e-02, 1.792122635143368892e-01, 1.664460579496711279e-01, -7.903856041813318578e-01, 1.276620556466576129e-02, 3.456583214640079893e-01, 3.693301960906228421e-02
1.100000000001273293e-01, 1.754764413521246458e-01, 1.651063149471988789e-01, 7.923654157082756777e-01, 1.037012640492576687e-02, 3.405827562993235524e-01, 3.044818392335725890e-02
1.720000000000254659e-01, 1.855696024417038403e-01, 1.688163725062941101e-01, 2.285714666834618658e+00, 1.675322993540973027e-02, 3.543859749479979504e-01, 4.727396432059161741e-02
2.190000000000509317e-01, 1.751737109527553848e-01, 1.660531525434466305e-01, 3.563520680025825893e+00, 9.120558409308754388e-03, 3.412268634962020153e-01, 2.672872327770368928e-02
2.660000000000763976e-01, 1.867998474024059608e-01, 1.703300245112072675e-01, 4.487338353237726452e+00, 1.646982289119869325e-02, 3.571298719136132283e-01, 4.611718085341964118e-02
3.130000000001018634e-01, 1.843973271639754996e-01, 1.686360225000936020e-01, 4.976123647582273435e+00, 1.576130466388189766e-02, 3.530333496640690738e-01, 4.464537041296426367e-02
3.600000000001273293e-01, 1.824005945491990188e-01, 1.701496744595182298e-01, 4.981051613798832989e+00, 1.225092008968078905e-02, 3.525502690087172208e-01, 3.474942771743529807e-02
4.220000000000254659e-01, 1.802492762632214307e-01, 1.689516350469797701e-01, 4.500202369245026368e+00, 1.129764121624166062e-02, 3.492009113102012008e-01, 3.235284001365554968e-02
4.690000000000509317e-01, 1.796631386002853492e-01, 1.685973760569045576e-01, 3.576674176469393895e+00, 1.106576254338079157e-02, 3.482605146571898791e-01, 3.177438175635090983e-02
5.160000000000763976e-01, 1.749289501972016991e-01, 1.660982400501805067e-01, 2.311576364187492238e+00, 8.830710147021192391e-03, 3.410271902473822059e-01, 2.589444595492625470e-02
5.630000000001018634e-01, 1.793282028194042865e-01, 1.679597099035634866e-01, 8.132474985160856873e-01, 1.136849291584079991e-02, 3.472879127229677731e-01, 3.273506649484074493e-02
6.100000000001273293e-01, 1.793088796142188746e-01, 1.685909349786979261e-01, -7.589210984280012617e-01, 1.071794463552094845e-02, 3.478998145929168007e-01, 3.080756064231361668e-02
6.720000000000254659e-01, 1.761785182806406835e-01, 1.669098151412979902e-01, -2.260227650716083669e+00, 9.268703139342693298e-03, 3.430883334219386738e-01, 2.701550078050543591e-02
7.190000000000509317e-01, 1.766873630400746797e-01, 1.666586133288350813e-01, -3.526983821319590096e+00, 1.002874971123959846e-02, 3.433459763689097333e-01, 2.920887501668043354e-02
7.660000000000763976e-01, 1.734603856963940482e-01, 1.640757434233939549e-01, -4.463275043851827384e+00, 9.384642273000093349e-03, 3.375361291197880309e-01, 2.780337114569913712e-02
8.130000000001018634e-01, 1.809191478304615908e-01, 1.684943188932133407e-01, -4.955231771475248514e+00, 1.242482893724825010e-02, 3.494134667236749037e-01, 3.555910152448166217e-02
8.600000000001273293e-01, 1.805391245011266355e-01, 1.686102581929709854e-01, -4.962323721569803503e+00, 1.192886630815565008e-02, 3.491493826940976208e-01, 3.416550880345379376e-02
9.220000000000254659e-01, 1.827033249732697984e-01, 1.687068742680381539e-01, -4.486025703025165789e+00, 1.399645070523164447e-02, 3.514101992413079523e-01, 3.982938097826949769e-02
9.690000000000509317e-01, 1.865937330533913030e-01, 1.707808995346249137e-01, -3.588381159090964889e+00, 1.581283351876638932e-02, 3.573746325880162167e-01, 4.424721867988746365e-02
1.016000000000076398e+00, 1.763459861462377265e-01, 1.671545758750727084e-01, -2.327858984818766075e+00, 9.191410271165018075e-03, 3.435005620213104072e-01, 2.675806472361693875e-02
1.063000000000101863e+00, 1.770802684333981636e-01, 1.666457311768745619e-01, -8.332314346898502810e-01, 1.043453725652360164e-02, 3.437259996102727255e-01, 3.035713698805038441e-02
1.110000000000127329e+00, 1.824843284858768400e-01, 1.706971656069135312e-01, 7.289655883968457761e-01, 1.178716287896330872e-02, 3.531814940927903712e-01, 3.337423697479036111e-02
1.172000000000025466e+00, 1.869157867625131919e-01, 1.695120083177659165e-01, 2.273836970607221009e+00, 1.740377844474727542e-02, 3.564277950802791084e-01, 4.882834247207735318e-02
1.219000000000050932e+00, 1.809642353411297644e-01, 1.674122187834952424e-01, 3.553098373507220131e+00, 1.355201655763452195e-02, 3.483764541246250346e-01, 3.890049513158701233e-02
1.266000000000076398e+00, 1.787356241348601327e-01, 1.672769562734300886e-01, 4.480709876987280182e+00, 1.145866786143004412e-02, 3.460125804082901935e-01, 3.311633307641291546e-02
1.313000000000101863e+00, 1.778725203934246601e-01, 1.686682278619336672e-01, 4.975009218968441616e+00, 9.204292531490992912e-03, 3.465407482553582996e-01, 2.656049130680744955e-02
1.360000000000127329e+00, 1.761398718757630766e-01, 1.667487883589648945e-01, 4.983261146565685529e+00, 9.391083516798182096e-03, 3.428886602347279711e-01, 2.738814258357047740e-02
1.422000000000025466e+00, 1.794956707556510378e-01, 1.678115652661046064e-01, 4.505780856985640348e+00, 1.168410548954643136e-02, 3.473072360217556165e-01, 3.364198691447514017e-02
