# freq,V1,V2,Vm,V1-V2,V1+V2,Vdiv
0.000000000000000000e+00, 3.896991823902736130e+00, 2.445352825566358135e+00, 4.017036847158186319e-01, 1.451638998336377773e+00, 6.342344649469094264e+00, 4.569791920039278921e+01
1.000000000000000056e-01, 5.543889879818330452e-02, 1.697811325255808856e-03, 4.634106336355654499e+00, 5.705187137196865432e-02, 5.383114432611568051e-02, 1.390973575304430110e+00
2.000000000000000111e-01, 1.684859282775321571e-02, 1.874778293656785208e-03, 5.402778563975354942e+00, 1.744455946841771965e-02, 1.644588376477238573e-02, 4.321067401303964051e-01
3.000000000000000444e-01, 8.496515692046180401e-03, 1.010076991794133829e-02, 5.353887881025519491e+00, 1.830726411545086779e-02, 3.643726703236138502e-03, 5.754244365940286432e-01
4.000000000000000222e-01, 1.044959765172988157e-02, 4.331011843860154559e-03, 5.373606312920359507e+00, 1.006821903989645918e-02, 1.243118959368158180e-02, 2.574148709592710693e-01
5.000000000000000000e-01, 1.505648031909233645e-02, 1.693450436227902098e-03, 3.698555045214459991e+00, 1.485480677167528608e-02, 1.544232701811935372e-02, 3.606507357938193992e-01
6.000000000000000888e-01, 2.375965432484456515e-03, 1.935782298451979751e-03, 8.606488943768127342e+00, 9.470332818650971374e-04, 4.229427579444083006e-03, 3.494098406855820904e-02
7.000000000000000666e-01, 5.542028753565003858e-03, 2.137763435237787640e-03, 1.200902709246672373e+01, 7.611707872314981208e-03, 3.553889937420717186e-03, 2.160884576778099031e-01
8.000000000000000444e-01, 1.412827750381877648e-02, 4.757374290265175588e-03, 1.283991235397119723e+01, 1.696486414842521620e-02, 1.251699065872673156e-02, 4.688691310474181750e-01
9.000000000000000222e-01, 9.673859117370080599e-03, 3.258913766812173655e-03, 2.758365862200367502e+01, 1.068065697607771709e-02, 9.712451023497848182e-03, 2.851998764334987557e-01
1.000000000000000000e+00, 6.993307717251462906e-03, 5.462246780740383396e-03, 5.025979932010195057e+02, 1.223028185058006034e-02, 2.811617203519200820e-03, 3.751698723046728023e-01
1.100000000000000089e+00, 1.880503570343480119e-02, 2.812741988311691279e-03, 2.912198590723793501e+01, 1.625818321556832605e-02, 2.141852583931838638e-02, 3.611461635938537085e-01
