# freq,V1,V2,Vm,V1-V2,V1+V2,Vdiv
0.000000000000000000e+00, 3.014698084982100568e+01, 2.765643809578080337e+01, 2.198968037425801825e+00, 2.490542754040200979e+00, 5.780341894560180549e+01, 4.321820696371124981e+00
1.000000000000000056e-01, 1.760412722182887538e-02, 2.370552324135338507e-01, 1.676491615504625665e+00, 2.500601905213279408e-01, 2.246777206048495568e-01, 4.463319344164481395e-01
2.000000000000000111e-01, 6.238873848376126630e-02, 2.119465737893838908e-01, 2.350888926609369989e+00, 1.497579127705875590e-01, 2.742261424881015652e-01, 2.803753972012612006e-01
3.000000000000000444e-01, 6.874330051055731194e-02, 5.337525613324263507e-02, 3.136405124086725671e+00, 1.628348768819430636e-02, 1.219998634976956764e-01, 1.744947903143853271e-02
4.000000000000000222e-01, 5.870650038544815430e-02, 6.573169550908332381e-02, 3.761989173157777255e+00, 3.405032288833358817e-02, 1.198949268118175843e-01, 6.069940042515071382e-02
5.000000000000000000e-01, 5.238779713976196573e-02, 5.456311667662892828e-02, 3.877602398577071785e+00, 8.621812914876247902e-02, 6.332190922055197513e-02, 1.505649062542777361e-01
6.000000000000000888e-01, 2.411478124424846700e-02, 3.819213550339795732e-02, 3.766816355927792959e+00, 2.911916967831624722e-02, 5.685417957178837828e-02, 5.381460221971198082e-02
7.000000000000000666e-01, 4.646192028287219472e-02, 3.022680450349667092e-02, 4.036469965344257282e+00, 2.035454481384797037e-02, 7.569961690226811868e-02, 3.196025117218487949e-02
8.000000000000000444e-01, 5.240142975186536101e-02, 3.827831138236573172e-02, 8.039817270618517142e+00, 2.503229959588732303e-02, 8.829304560151823855e-02, 4.109392797372463102e-02
9.000000000000000222e-01, 2.486763147521972583e-02, 3.489805890805521699e-02, 2.157985898948306058e+01, 1.719355300383895377e-02, 5.811134963653037666e-02, 3.135794432122453873e-02
1.000000000000000000e+00, 5.276342343633277920e-03, 8.993407765465499804e-02, 2.480440849306441464e+02, 8.515665015279905159e-02, 9.476445092435750728e-02, 1.534379325228958091e-01
1.100000000000000089e+00, 3.193961495828139679e-02, 1.074927841215923413e-01, 2.533412622698898886e+01, 7.556362393373146358e-02, 1.394267335262171226e-01, 1.410278322468298262e-01
1.200000000000000178e+00, 1.098393051664137837e-02, 2.558048611826844662e-02, 7.991936240411980030e+00, 2.229650236673804201e-02, 3.244814295907730989e-02, 4.239663757447831999e-02
1.300000000000000044e+00, 3.607813318223302562e-02, 3.006596827617081039e-02, 4.006260074025801643e+00, 1.415612023925229973e-02, 6.489061984885870216e-02, 2.252173376376320063e-02
1.400000000000000133e+00, 6.272046123987414824e-03, 3.630317740235516899e-02, 4.763975642426427903e+00, 3.979244371482065085e-02, 3.363153174298529058e-02, 7.019092894021240758e-02
1.500000000000000000e+00, 1.487172587210951538e-02, 4.598223986775053229e-02, 5.268952358295573291e+00, 3.412331016596398259e-02, 5.921713375922859485e-02, 6.119031419734614202e-02
1.600000000000000089e+00, 1.219320045805522869e-02, 7.364365282824443526e-02, 5.168513546960370242e+00, 8.262348694277632521e-02, 6.570755576044191859e-02, 1.482385009104884299e-01
1.700000000000000178e+00, 1.564581761357047504e-02, 7.167825301974105334e-02, 3.816572295227663059e+00, 6.523042292333035286e-02, 8.068530879138804957e-02, 1.183880149980066354e-01
1.800000000000000044e+00, 1.711240641972855241e-03, 2.558978064637886310e-02, 2.266342653143521790e+00, 2.693284141650004182e-02, 2.429305434404473510e-02, 4.815278658292989483e-02
1.900000000000000133e+00, 7.899309592239663752e-03, 4.622204625638696301e-02, 2.076408712485727115e+00, 5.018776228166582642e-02, 4.334676252596444262e-02, 9.221168714649749520e-02
2.000000000000000000e+00, 2.161931750001688454e-02, 2.306113383694986807e-02, 9.823753764343723383e-01, 3.103486264213058815e-02, 3.217543887515177808e-02, 5.341877464201668507e-02
2.100000000000000089e+00, 2.326692582370029974e-02, 4.154847981346815322e-02, 2.225769850739558020e+00, 4.576863148362633055e-02, 4.940125905589246025e-02, 8.169613798068219024e-02
2.200000000000000178e+00, 2.705396426827965176e-02, 5.189393409128634227e-02, 3.628835062917955767e+00, 4.856277772851193275e-02, 6.701829135013352701e-02, 8.785432674104436124e-02
2.300000000000000266e+00, 4.351288009897466558e-03, 4.666631054906510839e-02, 2.651634380848201911e+00, 4.241400495637553947e-02, 5.093533821203440753e-02, 7.680119647804191374e-02
2.400000000000000355e+00, 2.674413411981731159e-02, 4.578285680770863980e-02, 2.417610656059332452e+00, 3.150381778380286629e-02, 6.804518233962501828e-02, 5.871334781114979917e-02
2.500000000000000000e+00, 2.559638834178714489e-02, 3.788838875384942934e-02, 1.771444537260122187e+00, 6.084971909719649047e-02, 2.187971395619652676e-02, 1.069573597862457509e-01
2.600000000000000089e+00, 1.171371460158453746e-02, 5.292070942345393492e-02, 1.995623720496363385e+00, 4.148272252428992363e-02, 6.445780731044814527e-02, 7.667957891661750236e-02
2.700000000000000178e+00, 3.722929391772161409e-03, 2.677534121983814880e-02, 2.071367348438835521e+00, 2.671712130829887594e-02, 2.734508420881925223e-02, 4.826959803212838018e-02
2.800000000000000266e+00, 1.234192367953948488e-02, 4.184414016732861119e-02, 1.913295928362749976e+00, 3.817949178204783911e-02, 4.846479856734960123e-02, 6.834157647980809713e-02
2.900000000000000355e+00, 1.689408307148735494e-02, 8.387234236302101506e-03, 1.736349932386684891e+00, 1.934035567604902930e-02, 1.837014219448917032e-02, 3.291475101049516627e-02
3.000000000000000000e+00, 2.282922394079248130e-02, 4.537764530442782440e-02, 1.279688830055719428e+00, 2.670097496205734930e-02, 6.669082586310060012e-02, 5.117846325325635382e-02
3.100000000000000089e+00, 1.725771489972664080e-02, 2.430437301813883483e-02, 8.509986495303270004e-01, 1.074115023282177367e-02, 4.076383488346167761e-02, 1.954020171560894373e-02
3.200000000000000178e+00, 1.409903937204444457e-02, 9.033351689308719012e-02, 1.241046043979792568e+00, 8.106774984822856522e-02, 1.007267308390447369e-01, 1.469210782503916068e-01
3.300000000000000266e+00, 1.132257382465245814e-02, 7.235698129405436496e-02, 1.156783518960582624e+00, 7.396838614200186568e-02, 7.249927373121270446e-02, 1.325695594614598183e-01
3.400000000000000355e+00, 1.392447169370158305e-02, 8.475205493819236782e-03, 1.936186899459305666e+00, 6.873604940029487582e-03, 2.200439945444321657e-02, 9.241235526162445632e-03
3.500000000000000000e+00, 2.132952885549947719e-02, 4.585273084227265566e-02, 1.729654610472710186e+00, 4.846494345363298178e-02, 5.259270586135497694e-02, 8.372384034995739022e-02
3.600000000000000089e+00, 2.709210984972083500e-02, 3.621408892352073056e-02, 1.584400212671229768e+00, 9.576227324988665843e-03, 6.323907949646440096e-02, 2.046764797150906617e-02
3.700000000000000178e+00, 1.405202549072180097e-02, 6.907933036085796286e-02, 5.584178604666977241e-01, 6.824960408647308407e-02, 7.266923798301876125e-02, 1.244404430605436096e-01
3.800000000000000266e+00, 2.071100928737716618e-02, 3.158869727560204010e-02, 5.975838829369182204e-01, 1.681582140069010078e-02, 5.070317103656317437e-02, 3.105729387265559333e-02
3.900000000000000355e+00, 1.694586109545936220e-02, 3.311018913186961760e-02, 6.444139976162068795e-01, 3.772556778091114976e-02, 3.665617548023082650e-02, 6.665583330064084322e-02
4.000000000000000000e+00, 1.408665583154387543e-02, 4.707736154127835360e-02, 1.137653872954930812e+00, 4.794378682840009370e-02, 5.030722601140030781e-02, 8.755083946135963635e-02
4.100000000000000533e+00, 4.708479347680618460e-03, 1.538017482132753716e-02, 1.848048168036371841e+00, 1.962755229467455856e-02, 1.149775202046423098e-02, 3.486771440389578591e-02
4.200000000000000178e+00, 1.425774403145928411e-02, 4.895740114445829017e-02, 9.375075933477743373e-01, 3.543120166757186135e-02, 6.280804671189678390e-02, 6.528288429834561146e-02
4.299999999999999822e+00, 8.252372467994871161e-03, 3.804155230118357739e-02, 9.095018317347809411e-01, 3.520364252352477935e-02, 4.232288103076391889e-02, 6.300548542079818792e-02
4.400000000000000355e+00, 8.041275179943593518e-03, 3.783247039203305184e-02, 7.784636155343199748e-01, 3.679931937047496021e-02, 4.046882675389878309e-02, 6.626637373805949194e-02
4.500000000000000000e+00, 1.109990913812479094e-02, 7.546761977350943673e-02, 1.303000787148415052e+00, 6.509457795872715391e-02, 8.602229452114536212e-02, 1.204899887441897716e-01
4.600000000000000533e+00, 4.631485479494725464e-03, 4.377508739392706183e-02, 1.599002651914388284e+00, 3.986031051365420547e-02, 4.781812955292666367e-02, 7.325043805476391667e-02
4.700000000000000178e+00, 2.257831361819977178e-02, 7.475030058306951497e-02, 1.554013982970507746e+00, 5.489315571150850392e-02, 9.582023180014861974e-02, 1.020753580500111807e-01
4.800000000000000711e+00, 3.415889221015885879e-02, 1.042773019190628425e-01, 1.535058216117137553e+00, 7.020692396475486374e-02, 1.383913257848787270e-01, 1.344301090294819367e-01
4.900000000000000355e+00, 1.251260651789169731e-02, 9.406551223927339667e-02, 1.269537250321037147e+00, 8.319724386850814446e-02, 1.052995272643757890e-01, 1.528062955460850192e-01
5.000000000000000000e+00, 3.891055810734478371e-02, 6.694534082307157519e-02, 3.547710723703705327e-01, 2.803478271572545921e-02, 1.058558989304145825e-01, 5.653242816660331016e-02
