# t,V1,V2,Vm,V1-V2,V1+V2,Vdiv
3.200000000651925802e-02, 2.178329415133758440e-01, 1.861911661462193057e-01, 4.740914379133354117e+00, 3.164177536715653827e-02, 4.040241076595951775e-01, 7.831655281772410826e-02
1.410000000032596290e-01, 2.177379356698728452e-01, 1.862282022647435975e-01, 2.602320953438008733e+00, 3.150973340512924770e-02, 4.039661379346164427e-01, 7.800092741988494394e-02
2.349999999860301614e-01, 2.184738284229576499e-01, 1.873505592208357384e-01, -4.101977638681033600e-01, 3.112326920212191150e-02, 4.058243876437933606e-01, 7.669147086704883320e-02
3.440000000118743628e-01, 2.183337350341542360e-01, 1.886613176515533619e-01, -3.305939478542919474e+00, 2.967241738260087414e-02, 4.069950526857075701e-01, 7.290608862883329877e-02
4.379999999946448952e-01, 2.188780059339389683e-01, 1.873231847414007500e-01, -4.897760344230003504e+00, 3.155482119253821827e-02, 4.062011906753397184e-01, 7.768273928512119120e-02
5.320000000065192580e-01, 2.178232798654560209e-01, 1.863425313041094100e-01, -4.586046466456950910e+00, 3.148074856134661093e-02, 4.041658111695654032e-01, 7.789067677507993670e-02
6.410000000032596290e-01, 2.170181455544731020e-01, 1.843924964409258682e-01, -2.485025035297474982e+00, 3.262564911354723374e-02, 4.014106419953989979e-01, 8.127748918505552089e-02
7.349999999860301614e-01, 2.165833730334554841e-01, 1.825696728223636656e-01, 5.549742225596228096e-01, 3.401370021109181851e-02, 3.991530458558191219e-01, 8.521468284969105356e-02
8.440000000118743628e-01, 2.171872237468478184e-01, 1.843731732120829636e-01, 3.378190966223927560e+00, 3.281405053476485478e-02, 4.015603969589307543e-01, 8.171635147108613495e-02
9.379999999946448952e-01, 2.207829537888598703e-01, 1.898738497196586217e-01, 4.892610962183869816e+00, 3.090910406920124864e-02, 4.106568035085185198e-01, 7.526748322473629516e-02
1.046999999991385266e+00, 2.205655674474543970e-01, 1.879978871201123392e-01, 4.518967279820103933e+00, 3.256768032734205787e-02, 4.085634545675667084e-01, 7.971266143177800634e-02
1.141000000003259629e+00, 2.158345981008544245e-01, 1.836276190452041934e-01, 2.366450363538875834e+00, 3.220697905565023111e-02, 3.994622171460586180e-01, 8.062584563253984149e-02
1.250000000000000000e+00, 2.151502339486566218e-01, 1.823571173930194078e-01, -7.093620003181615452e-01, 3.279311655563721395e-02, 3.975073513416760296e-01, 8.249688073680430667e-02
1.344000000011874363e+00, 2.176815762150395295e-01, 1.852990774262757157e-01, -3.495098773524314861e+00, 3.238249878876381382e-02, 4.029806536413152451e-01, 8.035745263738344746e-02
1.437999999994644895e+00, 2.172339215482353980e-01, 1.840334066113989975e-01, -4.944324957255970432e+00, 3.320051493683640054e-02, 4.012673281596343955e-01, 8.273914322680261946e-02
1.546999999991385266e+00, 2.185382391960943582e-01, 1.846147134912861087e-01, -4.503675065748170780e+00, 3.392352570480824947e-02, 4.031529526873804947e-01, 8.414554694112283406e-02
1.641000000003259629e+00, 2.203562325230825070e-01, 1.904052382115795083e-01, -2.330028331412128395e+00, 2.995099431150299862e-02, 4.107614707346620153e-01, 7.291578311357815867e-02
1.750000000000000000e+00, 2.205736187851104479e-01, 1.886790306121498839e-01, 7.268211991934008243e-01, 3.189458817296056403e-02, 4.092526493972603596e-01, 7.793373658040898821e-02
1.844000000011874363e+00, 2.182500010740122676e-01, 1.873264052586544604e-01, 3.512688496886807510e+00, 3.092359581535780721e-02, 4.055764063326667279e-01, 7.624604225619890929e-02
1.937999999994644895e+00, 2.223433040587431408e-01, 1.892071986043177834e-01, 4.959222069987577974e+00, 3.313610545442535749e-02, 4.115505026630609242e-01, 8.051528364078831823e-02
2.046999999991385266e+00, 2.177379357040417629e-01, 1.886516561285744298e-01, 4.369280916937250403e+00, 2.908627957546733311e-02, 4.063895918326161927e-01, 7.157240283714597084e-02
2.157000000006519258e+00, 2.224866180233324164e-01, 1.923037446328348943e-01, 2.078736999437321931e+00, 3.018287339049752216e-02, 4.147903626561673107e-01, 7.276657344982011277e-02
2.250000000000000000e+00, 2.199601064788102855e-01, 1.878030447781400547e-01, -9.966326796195537074e-01, 3.215706170067023084e-02, 4.077631512569503403e-01, 7.886210806823637509e-02
2.359999999986030161e+00, 2.204061508524007285e-01, 1.873086923068423837e-01, -3.698609615853176269e+00, 3.309745854555834477e-02, 4.077148431592431121e-01, 8.117795832277638346e-02
2.453999999997904524e+00, 2.187218098308723324e-01, 1.879689023130258763e-01, -4.983707484932399012e+00, 3.075290751784645615e-02, 4.066907121438981809e-01, 7.561743260801404021e-02
2.562999999994644895e+00, 2.203836071158337129e-01, 1.924003607361415291e-01, -4.333113019190302673e+00, 2.798324637969218376e-02, 4.127839678519752420e-01, 6.779150490100188664e-02
2.657000000006519258e+00, 2.190374224556796146e-01, 1.878851682835815939e-01, -2.024998354159919689e+00, 3.115225417209802061e-02, 4.069225907392611807e-01, 7.655572553861741958e-02
2.750000000000000000e+00, 2.213723121070273747e-01, 1.925646081332353654e-01, 1.062448636628320564e+00, 2.880770397379200931e-02, 4.139369202402627401e-01, 6.959442988818455300e-02
2.859999999986030161e+00, 2.190889510093988468e-01, 1.860736164659650971e-01, 3.712746489613067968e+00, 3.301533454343374974e-02, 4.051625674753639439e-01, 8.148663572046610515e-02
2.969000000011874363e+00, 2.220003169003986476e-01, 1.908577236711297698e-01, 5.023763919382523646e+00, 3.114259322926887785e-02, 4.128580405715284174e-01, 7.543172269615362746e-02
3.062999999994644895e+00, 2.171727313283640104e-01, 1.858723329780850586e-01, 4.219265183336667668e+00, 3.130039835027895179e-02, 4.030450643064490412e-01, 7.765979817701025578e-02
3.157000000006519258e+00, 2.188586826833948673e-01, 1.884229979710068947e-01, 1.812381089672324475e+00, 3.043568471238797257e-02, 4.072816806544017343e-01, 7.472883303635285968e-02
3.266000000003259629e+00, 2.198956956718759181e-01, 1.893875487520002288e-01, -1.298634033557709788e+00, 3.050814691987568938e-02, 4.092832444238761469e-01, 7.454042484153047821e-02
3.359999999986030161e+00, 2.143434893176782430e-01, 1.823941535493182886e-01, -3.906948872481743162e+00, 3.194933576835995437e-02, 3.967376428669965316e-01, 8.053013456822584459e-02
3.469000000011874363e+00, 2.162226728317178104e-01, 1.843683424109209268e-01, -5.013250856307801762e+00, 3.185433042079688359e-02, 4.005910152426387372e-01, 7.951833468232595570e-02
3.562999999994644895e+00, 2.226460345644339645e-01, 1.888899757120292566e-01, -4.205983366360548814e+00, 3.375605885240470783e-02, 4.115360102764632488e-01, 8.202455680543710437e-02
3.657000000006519258e+00, 2.238150898127093391e-01, 1.950218777024918526e-01, -1.781344216222631394e+00, 2.879321211021748650e-02, 4.188369675152011640e-01, 6.874563217529855441e-02
3.766000000003259629e+00, 2.235381235533416278e-01, 1.928898823372590665e-01, 1.323279590875819922e+00, 3.064824121608256124e-02, 4.164280058906006943e-01, 7.359793477515085003e-02
3.859999999986030161e+00, 2.185897677868591793e-01, 1.874938731866456487e-01, 3.927981964310812479e+00, 3.109589460021353058e-02, 4.060836409735048003e-01, 7.657509799130865491e-02
3.969000000011874363e+00, 2.176735248777973974e-01, 1.857370703966425285e-01, 5.027641879109712164e+00, 3.193645448115486896e-02, 4.034105952744398982e-01, 7.916612715496113006e-02
4.047000000020489097e+00, 2.198361157866538518e-01, 1.894245848708945579e-01, 5.029970587027314366e+00, 3.041153091575929390e-02, 4.092607006575483819e-01, 7.430845636265072385e-02
4.157000000006519258e+00, 2.178570955734451808e-01, 1.884777471031790774e-01, 4.058500833429117272e+00, 2.937934847026610341e-02, 4.063348426766242305e-01, 7.230329616022428130e-02
4.250000000000000000e+00, 2.247603176048235674e-01, 1.979606176302138032e-01, 1.489864222825291407e+00, 2.679969997460976416e-02, 4.227209352350373983e-01, 6.339809018379664873e-02
4.360000000015133992e+00, 2.296957915235774972e-01, 2.062068025104069890e-01, -1.605332699425696896e+00, 2.348898901317050814e-02, 4.359025940339844585e-01, 5.388586655517637464e-02
4.453000000008614734e+00, 2.220502352362387632e-01, 1.905743164669104206e-01, -4.093915268533812934e+00, 3.147591876932834265e-02, 4.126245517031491561e-01, 7.628222469896261959e-02
4.562999999994644895e+00, 2.251870387873617929e-01, 2.005934064731216826e-01, -4.995849474911794985e+00, 2.459363231424011031e-02, 4.257804452604834755e-01, 5.776130066094098403e-02
4.657000000006519258e+00, 2.234318458826300424e-01, 1.925774902914782483e-01, -3.809908759320522975e+00, 3.085435559115179416e-02, 4.160093361741082907e-01, 7.416745949720374154e-02
4.766000000003259629e+00, 2.224528023915934294e-01, 1.915388671678862620e-01, -1.167863062749548764e+00, 3.091393522370716740e-02, 4.139916695594796914e-01, 7.467284367485478580e-02
4.860000000015133992e+00, 2.227056146492122912e-01, 1.919140597150816030e-01, 1.926110407987637219e+00, 3.079155493413068823e-02, 4.146196743642939220e-01, 7.426457748620136912e-02
4.953000000008614734e+00, 2.334622102975499325e-01, 2.087429753994083093e-01, 4.200824484056128405e+00, 2.471923489814162322e-02, 4.422051856969582140e-01, 5.589992089120735669e-02
5.062999999994644895e+00, 2.212998500681555569e-01, 1.922280620565264553e-01, 5.004549670222972146e+00, 2.907178801162910164e-02, 4.135279121246819845e-01, 7.030187602636052413e-02
5.172000000020489097e+00, 2.257667354967706763e-01, 1.964228111490167461e-01, 3.729660271074628941e+00, 2.934392434775393022e-02, 4.221895466457874502e-01, 6.950414708484757564e-02
5.266000000003259629e+00, 2.206943890587370893e-01, 1.908528928648922374e-01, 1.042529437416650273e+00, 2.984149619384485197e-02, 4.115472819236293267e-01, 7.251049272968476678e-02
5.360000000015133992e+00, 2.223078781638719859e-01, 1.907884820654398017e-01, -2.055762507879606016e+00, 3.151939609843218415e-02, 4.130963602293117876e-01, 7.630034813411479266e-02
5.469000000011874363e+00, 2.227523124739560489e-01, 1.937529862355470978e-01, -4.352192079959912085e+00, 2.899932623840895118e-02, 4.165052987095031467e-01, 6.962534769247892552e-02
5.562999999994644895e+00, 2.230002937963811993e-01, 1.913569068206443513e-01, -4.991309920946307876e+00, 3.164338697573684800e-02, 4.143572006170255229e-01, 7.636741180946343688e-02
5.672000000020489097e+00, 2.150455664190556171e-01, 1.822347370187880622e-01, -3.684917248956570024e+00, 3.281082940026755490e-02, 3.972803034378437070e-01, 8.258861342065239308e-02
5.766000000003259629e+00, 2.185607829329411500e-01, 1.854246784291622152e-01, -9.754835052774721849e-01, 3.313610450377893479e-02, 4.039854613621033375e-01, 8.202301239271114763e-02
5.875000000000000000e+00, 2.190776791762143461e-01, 1.870027413080146139e-01, 2.108614711604717140e+00, 3.207493786819973214e-02, 4.060804204842289877e-01, 7.898666434090099997e-02
5.969000000011874363e+00, 2.186235834305847447e-01, 1.842040950941972455e-01, 4.393619047355944218e+00, 3.441948833638749927e-02, 4.028276785247819625e-01, 8.544469551456110312e-02
6.062999999994644895e+00, 2.195510982132696520e-01, 1.867595908304423569e-01, 4.998486338247434269e+00, 3.279150738282729516e-02, 4.063106890437120366e-01, 8.070550016787644831e-02
6.172000000020489097e+00, 2.209069444691982298e-01, 1.915984471053580052e-01, 3.500364366813823125e+00, 2.930849736384022464e-02, 4.125053915745562350e-01, 7.104997404268595385e-02
6.282000000006519258e+00, 2.185801061674816359e-01, 1.919462651616483384e-01, 6.679060177853244351e-01, 2.663384100583329750e-02, 4.105263713291299466e-01, 6.487729623703086812e-02
6.375000000000000000e+00, 2.230308888809605927e-01, 1.920219476736756969e-01, -2.377795406837054148e+00, 3.100894120728489578e-02, 4.150528365546363174e-01, 7.471082830005661146e-02
6.485000000015133992e+00, 2.240743429857593449e-01, 1.922151798312302096e-01, -4.520626953372550716e+00, 3.185916315452913539e-02, 4.162895228169895545e-01, 7.653126347966042464e-02
6.578000000008614734e+00, 2.246089523094297047e-01, 1.955548764638369574e-01, -4.926252094545466420e+00, 2.905407584559274725e-02, 4.201638287732666344e-01, 6.914939805842074128e-02
6.687999999994644895e+00, 2.242965601609186455e-01, 1.930364167524084296e-01, -3.384943516411093256e+00, 3.126014340851021589e-02, 4.173329769133270473e-01, 7.490456095685535387e-02
6.782000000006519258e+00, 2.217587766061608068e-01, 1.902264984594967956e-01, -5.572614628783011392e-01, 3.153227814666401119e-02, 4.119852750656576301e-01, 7.653739115224142409e-02
6.875000000000000000e+00, 2.197362790811487054e-01, 1.878368602740033144e-01, 2.520086402787015345e+00, 3.189941880714539102e-02, 4.075731393551520476e-01, 7.826673479419064827e-02
6.985000000015133992e+00, 2.201742721552930881e-01, 1.883714693719785171e-01, 4.596364080774875127e+00, 3.180280278331457100e-02, 4.085457415272716331e-01, 7.784392186888487719e-02
7.078000000008614734e+00, 2.232998037200268071e-01, 1.921378869528176381e-01, 4.924128905823875968e+00, 3.116191676720916903e-02, 4.154376906728444174e-01, 7.500984495831182486e-02
7.187999999994644895e+00, 2.183450069585175235e-01, 1.879093223610358576e-01, 3.376232768037350951e+00, 3.043568459748166588e-02, 4.062543293195534089e-01, 7.491780985684320937e-02
7.282000000006519258e+00, 2.199745988646370221e-01, 1.919575369490125194e-01, 5.499711014123811470e-01, 2.801706191562450265e-02, 4.119321358136495137e-01, 6.801378062016240345e-02
7.375000000000000000e+00, 2.222756728823218064e-01, 1.910976536751077814e-01, -2.494152062419683347e+00, 3.117801920721402498e-02, 4.133733265574295879e-01, 7.542339382868355757e-02
7.485000000015133992e+00, 2.200245172121531589e-01, 1.890703258777657048e-01, -4.574431178400555353e+00, 3.095419133438745418e-02, 4.090948430899188359e-01, 7.566507341082209792e-02
7.594000000011874363e+00, 2.157653565217683700e-01, 1.854150167673337402e-01, -4.845709373651867935e+00, 3.035033975443462984e-02, 4.011803732891021101e-01, 7.565260360472146617e-02
7.687999999994644895e+00, 2.225494185092783961e-01, 1.889898124032861615e-01, -3.095017720559330776e+00, 3.355960610599223459e-02, 4.115392309125645576e-01, 8.154655397390848937e-02
7.797000000020489097e+00, 2.224995001725665611e-01, 1.897675719733317723e-01, -1.803567200831657780e-01, 3.273192819923478880e-02, 4.122670721458983056e-01, 7.939496120527228529e-02
7.891000000003259629e+00, 2.231597103972914609e-01, 1.908915393202283428e-01, 2.799940893296807953e+00, 3.226817107706311805e-02, 4.140512497175198314e-01, 7.793279479068734861e-02
8.000000000000000000e+00, 2.207121019532997386e-01, 1.883585872457407273e-01, 4.725644276783483200e+00, 3.235351470755901127e-02, 4.090706891990404381e-01, 7.909027843306770666e-02
8.094000000011874363e+00, 2.191823466932615316e-01, 1.890026945649043444e-01, 4.846301188242552627e+00, 3.017965212835718725e-02, 4.081850412581659038e-01, 7.393620313800128296e-02
8.187999999994644895e+00, 2.216315653634778338e-01, 1.918287155100627250e-01, 3.137193328640697665e+00, 2.980284985341510873e-02, 4.134602808735405866e-01, 7.208153051714899506e-02
8.297000000020489097e+00, 2.216686016407569404e-01, 1.937916326949565837e-01, 2.330583966646492533e-01, 2.787696894580035667e-02, 4.154602343357135519e-01, 6.709900645575217482e-02
8.391000000003259629e+00, 2.221146459149608565e-01, 1.910155299328251399e-01, -2.788399292006607855e+00, 3.109911598213571660e-02, 4.131301758477859964e-01, 7.527679603242998230e-02
8.500000000000000000e+00, 2.220550660481558913e-01, 1.905855882625421549e-01, -4.705848566456636739e+00, 3.146947778561373643e-02, 4.126406543106980740e-01, 7.626363872988328740e-02
8.594000000011874363e+00, 2.251435614798623364e-01, 1.947191471799387119e-01, -4.818067934998679469e+00, 3.042441429992362445e-02, 4.198627086598010205e-01, 7.246276859652088509e-02
8.687999999994644895e+00, 2.231967465488374491e-01, 1.926129160974792420e-01, -3.076117817515629849e+00, 3.058383045135820710e-02, 4.158096626463166912e-01, 7.355247652667583347e-02
8.797000000020489097e+00, 2.217780997933150033e-01, 1.914406407795040121e-01, 1.463808478840434302e-01, 3.033745901381099119e-02, 4.132187405728190432e-01, 7.341743254857242829e-02
8.907000000006519258e+00, 2.218892083660156112e-01, 1.909817143775116854e-01, 3.081892351637764982e+00, 3.090749398850392571e-02, 4.128709227435273244e-01, 7.485994359477685101e-02
9.000000000000000000e+00, 2.268923134727715285e-01, 2.032519596983284327e-01, 4.824716506969305208e+00, 2.364035377444309582e-02, 4.301442731710999334e-01, 5.495912708580823897e-02
9.110000000015133992e+00, 2.200824868467422812e-01, 1.903279453572597202e-01, 4.755458187212862953e+00, 2.975454148948256106e-02, 4.104104322040019737e-01, 7.249947651109542313e-02
9.203000000008614734e+00, 2.169939915873763392e-01, 1.874842115301911527e-01, 2.886845982112614006e+00, 2.950978005718518649e-02, 4.044782031175674919e-01, 7.295765217936289737e-02
9.297000000020489097e+00, 2.213594300131802861e-01, 1.916097190277447626e-01, -1.266189511097325915e-01, 2.974971098543552350e-02, 4.129691490409250765e-01, 7.203857976927796614e-02
9.407000000006519258e+00, 2.205317519055586817e-01, 1.949864521581128052e-01, -3.051435397410597439e+00, 2.554529974744587650e-02, 4.155182040636714591e-01, 6.147817231018709583e-02
9.500000000000000000e+00, 2.203304682681100635e-01, 1.890799874728260610e-01, -4.814143549885889328e+00, 3.125048079528400247e-02, 4.094104557409361522e-01, 7.633044138730658845e-02
9.610000000015133992e+00, 2.194834669001696215e-01, 1.868706993099513713e-01, -4.727652474573988073e+00, 3.261276759021825011e-02, 4.063541662101209928e-01, 8.025700313197864366e-02
9.703000000008614734e+00, 2.206911683914360711e-01, 1.876275254321904673e-01, -2.831359913970560527e+00, 3.306364295924560381e-02, 4.083186938236265107e-01, 8.097508994659809167e-02
9.812999999994644895e+00, 2.180921947682553652e-01, 1.897579103588714899e-01, 4.721691386290145509e-01, 2.833428440938387527e-02, 4.078501051271268274e-01, 6.947229889900870259e-02
9.907000000006519258e+00, 2.236621142374403959e-01, 1.934277119774048259e-01, 3.324332515259917908e+00, 3.023440226003556996e-02, 4.170898262148452496e-01, 7.248894688805394837e-02
1.001600000000325963e+01, 2.237796637620986795e-01, 1.910573969162212282e-01, 4.904983976541802626e+00, 3.272226684587745127e-02, 4.148370606783199355e-01, 7.887980594687395153e-02
