# freq,V1,V2,Vm,V1-V2,V1+V2,Vdiv
0.000000000000000000e+00, 1.177490364603394957e+00, 2.281920463060146176e+00, 6.450701832137761826e+00, 1.104430098456751219e+00, 3.459410827663541355e+00, 6.528806733112217842e+01
1.000000000000000056e-01, 1.832929478561076686e-02, 2.079642791722837239e-02, 6.069100652243139216e+00, 3.431773225617432838e-02, 1.895262978328127873e-02, 1.774350843375184006e+00
2.000000000000000111e-01, 3.870866874505131394e-02, 3.009298947101998398e-02, 7.015245086862969437e+00, 2.363572581827718191e-02, 6.518627591508269203e-02, 2.043007058839306556e+00
3.000000000000000444e-01, 6.710972752792580820e-02, 2.406027345150660302e-02, 6.322795557642683306e+00, 4.407358410566413615e-02, 9.067934582333714300e-02, 4.208040351028014214e+00
4.000000000000000222e-01, 3.864897184767125682e-02, 2.693587093390283418e-02, 6.860081474486503517e+00, 1.212757779779899230e-02, 6.550946643393038005e-02, 1.878139800139668081e+00
5.000000000000000000e-01, 2.952872007882545793e-02, 2.205342507105756758e-02, 7.469145838085688105e+00, 4.176411678890192686e-02, 3.118262789695114279e-02, 2.320997062590653304e+00
6.000000000000000888e-01, 5.847329715416548640e-02, 4.870002113697889656e-02, 1.392322533445748078e+01, 9.893128930797925880e-03, 1.071623211656114877e-01, 2.537777374681109421e+00
7.000000000000000666e-01, 1.151433889821505165e-02, 7.734224990264153277e-03, 1.088944302475306536e+01, 4.266069902900620527e-03, 1.914672610420680571e-02, 5.588669517217884630e-01
8.000000000000000444e-01, 2.513677599344876085e-02, 3.828663650822848596e-02, 1.356602101713237118e+01, 1.340809144158680924e-02, 6.336932356282587442e-02, 7.865571296162433557e-01
9.000000000000000222e-01, 1.175214189591748670e-02, 1.545955367504649181e-02, 2.572589152716817651e+01, 1.277867491472346913e-02, 2.430898486919319187e-02, 6.664862101663636684e-01
1.000000000000000000e+00, 3.707367952857954646e-02, 1.150527949102291871e-02, 5.025430204242911145e+02, 4.076092696979993768e-02, 3.677234249366468505e-02, 3.003339403449863276e+00
1.100000000000000089e+00, 1.216437790415432832e-02, 1.157855173478697028e-02, 2.744229451143408482e+01, 7.874058772360491287e-03, 2.240689845984591630e-02, 5.549032556992286036e-01
1.200000000000000178e+00, 2.380067345154659314e-02, 8.459302522607547656e-03, 1.403064349328092497e+01, 1.789331927846019021e-02, 3.091751666986506178e-02, 1.524228715973694026e+00
1.300000000000000044e+00, 1.203719512457743918e-02, 5.429622666799204661e-03, 1.033699583141575573e+01, 1.726690061886972799e-02, 7.113640457600947653e-03, 1.111429349308673764e+00
1.400000000000000133e+00, 1.632118861391248371e-02, 7.168224382315000788e-03, 1.142694848965096099e+01, 1.129009901253354153e-02, 2.254025158287794456e-02, 9.992978830228427256e-01
1.500000000000000000e+00, 1.374482596827608476e-02, 5.730155829922848124e-03, 5.352324352621898207e+00, 9.267472940442113630e-03, 1.891094388879000290e-02, 9.110695766092065107e-01
