1.600000006146728992e-02 3.270853154726706402e-02 3.519156252094956389e-02 2.938313620545567328e+00 -2.483030973682499865e-03 6.790009406821662097e-02 -3.656888856719246739e-02
1.250000000000000000e-01 3.200484508269689499e-02 3.528334771405387121e-02 3.064904258217137745e+00 -3.278502631356976227e-03 6.728819279675077314e-02 -4.872329743287873161e-02
2.190000000409781933e-01 3.089215093084233393e-02 3.517545985611252729e-02 3.127846258603073970e+00 -4.283308925270193357e-03 6.606761078695486122e-02 -6.483220558833857616e-02
3.290000000270083547e-01 3.348145947365435693e-02 3.512071079335921109e-02 2.235429477820929101e-01 -1.639251319704854160e-03 6.860217026701356802e-02 -2.389503587604525220e-02
4.220000000204890966e-01 3.329305829152114093e-02 3.521249598662703345e-02 3.003417178284525924e-01 -1.919437695105892516e-03 6.850555427814816745e-02 -2.801871637024551040e-02
5.320000000065192580e-01 3.343315148021768629e-02 3.527690664757149319e-02 2.916752160908837044e-01 -1.843755167353806901e-03 6.871005812778918642e-02 -2.683384671171040736e-02
6.410000000614672899e-01 3.266022355236627983e-02 3.520927545313375789e-02 -2.708321373477525107e+00 -2.549051900767478063e-03 6.786949900550004466e-02 -3.755813639586328551e-02
7.349999999860301614e-01 3.297744605683175512e-02 3.491942747708282752e-02 -2.639589895863422075e+00 -1.941981420251072399e-03 6.789687353391457569e-02 -2.860192699861283105e-02
8.279999999795109034e-01 3.273320083224657423e-02 3.515510608704290607e-02 4.654863597325892277e-01 -2.421905254796330106e-03 6.788830691928947336e-02 -3.575635041748268655e-02
9.379999999655410647e-01 3.273320083224657423e-02 3.515510608704290607e-02 4.654863597325892277e-01 -2.421905254796330106e-03 6.788830691928947336e-02 -3.575635041748268655e-02
1.047000000020489097e+00 3.273320083224657423e-02 3.515510608704290607e-02 4.654863597325892277e-01 -2.421905254796330106e-03 6.788830691928947336e-02 -3.575635041748268655e-02
1.140999999945051968e+00 3.273320083224657423e-02 3.515510608704290607e-02 4.654863597325892277e-01 -2.421905254796330106e-03 6.788830691928947336e-02 -3.575635041748268655e-02
1.250000000000000000e+00 3.273320083224657423e-02 3.515510608704290607e-02 4.654863597325892277e-01 -2.421905254796330106e-03 6.788830691928947336e-02 -3.575635041748268655e-02
1.344000000040978193e+00 3.221095919860345741e-02 3.496612520653170214e-02 3.041190326705913716e+00 -2.755166007928244731e-03 6.717708440513515955e-02 -4.101348000327376814e-02
1.452999999979510903e+00 3.283252206832559805e-02 3.518351118888216750e-02 2.544827115402074735e+00 -2.350989120556569445e-03 6.801603325720775861e-02 -3.456521952208130993e-02
1.562999999965541065e+00 3.350561347450086574e-02 3.528012718154325406e-02 -1.468596006489515937e-01 -1.774513707042388311e-03 6.878574065604411980e-02 -2.579769716976165056e-02
1.655999999959021807e+00 3.305956964970890866e-02 3.534453784254801278e-02 -1.551106167432118044e-01 -2.284968192839104129e-03 6.840410749225692144e-02 -3.340396178837292535e-02
1.765999999945051968e+00 3.223189265892192207e-02 3.521732678596693755e-02 -1.637481023420110371e-01 -2.985434127045015484e-03 6.744921944488885268e-02 -4.426195220071215547e-02
1.875000000000000000e+00 3.322381683173163125e-02 3.504502826688796202e-02 -3.078571635679094864e+00 -1.821211435156330771e-03 6.826884509861959327e-02 -2.667705060083338034e-02
1.969000000040978193e+00 3.317067803588442942e-02 3.536869184040392772e-02 -2.807026597764423759e+00 -2.198013804519498293e-03 6.853936987628836408e-02 -3.206936113487549728e-02
2.077999999979510903e+00 3.265217221758267424e-02 3.522537811901352289e-02 -2.818089237652267265e+00 -2.573205901430848652e-03 6.787755033659620407e-02 -3.790952809390800426e-02
2.187999999965541065e+00 3.195492681997852413e-02 3.520444465373887694e-02 -4.650977525219721187e+00 -3.249517833760352803e-03 6.715937147371739413e-02 -4.838517339359021951e-02
2.280999999959021807e+00 3.300643085374010272e-02 3.532521464412492068e-02 -4.690428937901417683e+00 -2.318783790384817967e-03 6.833164549786502340e-02 -3.393425949997452840e-02
2.375000000000000000e+00 3.177296670810689921e-02 3.508528492960003020e-02 -4.627796897312452806e+00 -3.312318221493130987e-03 6.685825163770692248e-02 -4.954239963440862371e-02
2.484999999986030161e+00 3.159583738929063607e-02 3.529622984635596289e-02 -4.739460191888608342e+00 -3.700392457065326823e-03 6.689206723564659895e-02 -5.531885334070521520e-02
2.594000000040978193e+00 3.298871792284589766e-02 3.529784011275169386e-02 -4.676206496844515392e+00 -2.309122189905796207e-03 6.828655803559759152e-02 -3.381517909721057369e-02
2.687999999965541065e+00 3.298388711995608319e-02 3.523181918510516486e-02 -4.684280711254589669e+00 -2.247932065149081671e-03 6.821570630506124111e-02 -3.295329165245771547e-02
2.797000000020489097e+00 3.225604665667634180e-02 3.506113093164599237e-02 -2.804699752419527403e+00 -2.805084274969650571e-03 6.731717758832234111e-02 -4.166966553654583016e-02
2.905999999959021807e+00 3.271014181518782510e-02 3.523987051713973334e-02 -3.008587109594877074e+00 -2.529728701951908243e-03 6.795001233232755844e-02 -3.722926038010999916e-02
3.000000000000000000e+00 3.271497261439691023e-02 3.521088571966345809e-02 -2.790717695134012910e+00 -2.495913105266547860e-03 6.792585833406036833e-02 -3.674466788467523753e-02
