# t,V1,V2,Vm,V1-V2,V1+V2,Vdiv
0.000000000000000000e+00, 3.576964823669682297e-02, 4.078401833805785082e-02, -1.991663977291225462e+00, -5.014370101361027843e-03, 7.655366657475468073e-02, -6.550137081238942283e-02
6.300000000010186341e-02, 3.313847272752548645e-02, 3.824945873974529981e-02, -4.410811620059151839e-01, -5.110986012219813357e-03, 7.138793146727079320e-02, -7.159453856094774582e-02
1.090000000003783498e-01, 3.357968575210269063e-02, 3.657800204401002314e-02, 1.125529323247172364e+00, -2.998316291907332509e-03, 7.015768779611271377e-02, -4.273681739085852249e-02
1.559999999999490683e-01, 3.181805419499727366e-02, 3.745398705374240744e-02, 2.614014392103199302e+00, -5.635932858745133778e-03, 6.927204124873967417e-02, -8.135941654307282667e-02
2.190000000000509317e-01, 3.075527830732905851e-02, 3.702887668040432539e-02, 3.825883037753878835e+00, -6.273598373075266882e-03, 6.778415498773338044e-02, -9.255257920100315450e-02
2.660000000005311449e-01, 3.249114559579366346e-02, 3.818182754308543925e-02, 4.635928725066201572e+00, -5.690681947291775788e-03, 7.067297313887910271e-02, -8.052133219454409019e-02
3.130000000001018634e-01, 3.245894026164164448e-02, 3.940563013561933225e-02, 5.016429928910573821e+00, -6.946689873977687779e-03, 7.186457039726097673e-02, -9.666362486517350583e-02
3.590000000003783498e-01, 3.247826345889400640e-02, 3.917375174515158598e-02, 4.929198507438061760e+00, -6.695488286257579580e-03, 7.165201520404559932e-02, -9.344452165358693718e-02
4.059999999999490683e-01, 3.218197442080156234e-02, 3.869711284190188033e-02, 4.359246065391203295e+00, -6.515138421100317989e-03, 7.087908726270344961e-02, -9.191905077661152723e-02
4.690000000000509317e-01, 3.239452959931192477e-02, 3.893543228955712032e-02, 3.363339525977137701e+00, -6.540902690245195550e-03, 7.132996188886904509e-02, -9.169923152960349211e-02
5.160000000005311449e-01, 3.251046878788030337e-02, 3.878084670455172328e-02, 2.043755503048053868e+00, -6.270377916671419916e-03, 7.129131549243203358e-02, -8.795430233486230265e-02
5.630000000001018634e-01, 3.242029386419693904e-02, 3.863592271128069716e-02, 5.200968691376819386e-01, -6.215628847083758124e-03, 7.105621657547764314e-02, -8.747480722508446660e-02
6.090000000003783498e-01, 3.396614972100657492e-02, 3.749585397929983133e-02, -1.048130438064729830e+00, -3.529704258293256403e-03, 7.146200370030640625e-02, -4.939274125444263752e-02
6.559999999999490683e-01, 3.262640797752645178e-02, 3.813996060280325229e-02, -2.520328328482781988e+00, -5.513552625276800512e-03, 7.076636858032969712e-02, -7.791204686472147367e-02
7.190000000000509317e-01, 3.283252209044163622e-02, 3.766010116012299958e-02, -3.762161357126327044e+00, -4.827579069681363355e-03, 7.049262325056462886e-02, -6.848346461050015821e-02
7.660000000005311449e-01, 3.074561669658342974e-02, 3.634934417899920306e-02, -4.570245758863035412e+00, -5.603727482415773314e-03, 6.709496087558262933e-02, -8.351934943083179352e-02
8.130000000001018634e-01, 3.091308441151228645e-02, 3.611746579266189583e-02, -4.988575542207644986e+00, -5.204381381149609381e-03, 6.703055020417418575e-02, -7.764193140735278775e-02
8.590000000003783498e-01, 3.104512626308748163e-02, 3.675513134997376169e-02, -4.920686715962745872e+00, -5.710005086886280057e-03, 6.780025761306124332e-02, -8.421804411826139258e-02
9.059999999999490683e-01, 3.072307297032339859e-02, 3.590491061496946940e-02, -4.366758790784572852e+00, -5.181837644646070801e-03, 6.662798358529287146e-02, -7.777269198027904340e-02
9.530000000004292815e-01, 3.008218689504260981e-02, 3.522537812804862195e-02, -3.394997793317464208e+00, -5.143191233006012136e-03, 6.530756502309123523e-02, -7.875337613931095160e-02
1.016000000000531145e+00, 2.940265442974916363e-02, 3.522537812685948982e-02, -2.101094490988006491e+00, -5.822723697110326196e-03, 6.462803255660864998e-02, -9.009594547087776406e-02
1.063000000000101863e+00, 3.001455569053866276e-02, 3.620764071516334448e-02, -5.883654093053162226e-01, -6.193085024624681717e-03, 6.622219640570201071e-02, -9.351977676311912235e-02
1.125000000000000000e+00, 3.127056356105520352e-02, 3.605627568226188462e-02, 1.281701314781255485e+00, -4.785712121206681102e-03, 6.732683924331708814e-02, -7.108178810995816055e-02
1.155999999999949068e+00, 2.925128937933223205e-02, 3.594033647101021328e-02, 2.676005651004489838e+00, -6.689047091677981227e-03, 6.519162585034243840e-02, -1.026059252922105897e-01
1.203000000000429281e+00, 2.994048345489345314e-02, 3.601118821218284027e-02, 3.724335743746403971e+00, -6.070704757289387132e-03, 6.595167166707630035e-02, -9.204777686203730047e-02
1.266000000000531145e+00, 2.986641119834491237e-02, 3.678733669137621703e-02, 4.592176713182447578e+00, -6.920925493031304665e-03, 6.665374788972112940e-02, -1.038340035204322054e-01
1.313000000000101863e+00, 3.194043444845937746e-02, 3.829454619990877579e-02, 5.014213951652592094e+00, -6.354111751449398326e-03, 7.023498064836815324e-02, -9.046933156088270145e-02
1.375000000000000000e+00, 3.043966604997759909e-02, 3.878084670362928754e-02, 4.867785932234106383e+00, -8.341180653651688454e-03, 6.922051275360688316e-02, -1.205015727540540843e-01
1.422000000000480213e+00, 3.094528973130011157e-02, 3.860049686644780043e-02, 4.228867566434171721e+00, -7.655207135147688857e-03, 6.954578659774790506e-02, -1.100743482768456738e-01
1.469000000000050932e+00, 3.017558234864482769e-02, 3.762145478770916734e-02, 3.177597895257240346e+00, -7.445872439064339654e-03, 6.779703713635398810e-02, -1.098259268187359999e-01
1.516000000000531145e+00, 3.216909226776944880e-02, 4.097402979435355030e-02, 1.776757289774645310e+00, -8.804937526584101504e-03, 7.314312206212300604e-02, -1.203795692383182736e-01
1.563000000000101863e+00, 3.045898925005350449e-02, 3.854252725983803307e-02, 2.298487747295483441e-01, -8.083538009784528577e-03, 6.900151650989153063e-02, -1.171501500061340600e-01
1.625000000000000000e+00, 3.061357483252887673e-02, 3.590813115443098474e-02, -1.331903565412726254e+00, -5.294556321902108009e-03, 6.652170598695986148e-02, -7.959140920017881982e-02
1.672000000000480213e+00, 3.075205774995328628e-02, 3.795316968662980350e-02, -2.772896790061782468e+00, -7.201111936676517222e-03, 6.870522743658308285e-02, -1.048117036410854269e-01
1.719000000000050932e+00, 3.062645696745559809e-02, 3.726397558662512127e-02, -3.940067693743403154e+00, -6.637518619169523182e-03, 6.789043255408072630e-02, -9.776810029722750317e-02
1.766000000000531145e+00, 3.136717955230031857e-02, 3.813351953547808315e-02, -4.713169014052960293e+00, -6.766339983177764583e-03, 6.950069908777839478e-02, -9.735643053938167202e-02
1.813000000000101863e+00, 3.230113412430573455e-02, 3.924460347378411901e-02, -5.026009618688544123e+00, -6.943469349478384456e-03, 7.154573759808985356e-02, -9.704937823806519814e-02
1.875000000000000000e+00, 3.136717955014514669e-02, 3.810131420010871850e-02, -4.847702895750847674e+00, -6.734134649963571806e-03, 6.946849375025386519e-02, -9.693796837129439736e-02
1.922000000000480213e+00, 3.142836967780350543e-02, 3.819470966321535793e-02, -4.191868677686488631e+00, -6.766339985411852498e-03, 6.962307934101885643e-02, -9.718530190642434008e-02
1.969000000000050932e+00, 3.192433176172825710e-02, 3.878406723449882854e-02, -3.125264922040946303e+00, -6.859735472770571441e-03, 7.070839899622707869e-02, -9.701443633501868891e-02
2.016000000000531145e+00, 3.158939632785665724e-02, 3.814318113682422379e-02, -1.746794187488087902e+00, -6.553784808967566544e-03, 6.973257746468088103e-02, -9.398454850298654240e-02
2.063000000000101863e+00, 3.123191716569278034e-02, 3.856507099117762599e-02, -2.302558266441308288e-01, -7.333153825484845650e-03, 6.979698815687040980e-02, -1.050640438668127979e-01
2.125000000000000000e+00, 3.246216077528604749e-02, 3.841692645700817144e-02, 1.339282015767071066e+00, -5.954765681722123949e-03, 7.087908723229421892e-02, -8.401301306556596682e-02
2.172000000000480213e+00, 3.106766998758064488e-02, 3.887746270730536857e-02, 2.785984963147412952e+00, -7.809792719724723692e-03, 6.994513269488601692e-02, -1.116559854678169789e-01
2.219000000000050932e+00, 3.082935054334548855e-02, 3.856829151705087194e-02, 3.959957263631402657e+00, -7.738940973705383392e-03, 6.939764206039636396e-02, -1.115159066495404611e-01
