# freq,V1,V2,Vm,V1-V2,V1+V2,Vdiv
0.000000000000000000e+00, 8.112871972029980228e-01, 8.328212882373529080e-01, 4.675094023820225431e+00, 2.153409103435495117e-02, 1.644108485440350931e+00, 1.319878823154434500e+00
1.000000000000000056e-01, 1.495146412257090159e-03, 7.678814841558124354e-04, 1.264318150677921526e+00, 2.259835323906030872e-03, 7.371253926000046310e-04, 1.360177327066207364e-01
2.000000000000000111e-01, 3.575377473109730021e-03, 3.152061686644282504e-03, 1.843468150959684415e+00, 3.116906278296823537e-03, 5.976832702659190012e-03, 1.925981096674970194e-01
3.000000000000000444e-01, 3.012095637759851230e-03, 1.216170396230944898e-03, 2.401145020599555480e+00, 2.201948122885273151e-03, 4.031749693555251694e-03, 1.319584444487083841e-01
4.000000000000000222e-01, 1.217214690687675989e-03, 1.387272598951698726e-03, 3.072640230351843194e+00, 1.103159059177305241e-03, 2.365441570661007409e-03, 6.617892750429571480e-02
5.000000000000000000e-01, 4.082193780589133715e-03, 1.249563488399125805e-03, 4.377806164363853725e+00, 4.712787448203131259e-03, 3.773733484985476727e-03, 2.924371030239855118e-01
6.000000000000000888e-01, 3.226550250604178372e-03, 3.102893725236082791e-03, 5.727111823951231528e+00, 2.972176367418469765e-03, 5.589572400508454643e-03, 1.801121280672045577e-01
7.000000000000000666e-01, 3.049848768537366962e-03, 2.522110453840028643e-03, 7.924350350903181628e+00, 5.336554851749318725e-04, 5.571395617596961239e-03, 3.150398264272235432e-02
8.000000000000000444e-01, 1.706148571552832782e-04, 1.739027591948933858e-03, 1.216511986617097385e+01, 1.909407742766556929e-03, 1.568698461128489440e-03, 1.098046764463601332e-01
9.000000000000000222e-01, 1.084870516943731026e-03, 2.009339820463184548e-03, 2.354257367191373973e+01, 9.818258403241813051e-04, 3.076491365913021445e-03, 5.937253961211014924e-02
1.000000000000000000e+00, 1.201357065955903011e-02, 6.315009560551140128e-03, 2.465216072620391969e+02, 1.753243009382398146e-02, 7.811808144681711003e-03, 1.068912942630068530e+00
1.100000000000000089e+00, 1.464148841781373091e-03, 1.607344826738112565e-03, 2.737311561529342896e+01, 2.429145627219008678e-03, 1.885160462036534340e-03, 1.472134607741264756e-01
1.200000000000000178e+00, 1.526645431206770896e-03, 2.495382312480308104e-03, 1.250439141664969256e+01, 1.248201413684842673e-03, 3.944255512388041528e-03, 7.826792145882231766e-02
1.300000000000000044e+00, 2.282279332765322147e-03, 4.635028221133500746e-04, 7.759977290292385810e+00, 1.846371989937430720e-03, 2.727302350771504316e-03, 1.145804371329517679e-01
1.400000000000000133e+00, 2.776801278548885095e-03, 1.192205706599406157e-03, 5.395929644608371767e+00, 2.799331776702662644e-03, 3.229195128625779107e-03, 1.733850182856728761e-01
1.500000000000000000e+00, 1.781538692072459282e-03, 1.124520687629814797e-03, 4.255992043018232529e+00, 1.102653878762094655e-03, 2.767852633390801946e-03, 6.662558771471238650e-02
1.600000000000000089e+00, 5.403945698655626467e-04, 1.395172652372586803e-03, 3.247511501341770579e+00, 1.741249576818467391e-03, 1.202129757291858477e-03, 1.020955127950021885e-01
1.700000000000000178e+00, 1.585364327863300008e-03, 8.424854385200961256e-04, 2.598024867706207441e+00, 2.189581046549095213e-03, 1.285324228727005016e-03, 1.305744930369804602e-01
1.800000000000000044e+00, 1.697204739171094675e-03, 6.867432919468242133e-04, 2.347720461046561180e+00, 1.727801646723092126e-03, 1.928455864410322544e-03, 1.083052584988386385e-01
1.900000000000000133e+00, 1.602562028154159643e-03, 1.293606347563488069e-03, 2.020017939571348453e+00, 1.169645914409422069e-03, 2.667428219836768047e-03, 7.189860900726587067e-02
2.000000000000000000e+00, 1.793241237328900345e-03, 2.397526149495700191e-03, 2.534161371752488012e+00, 2.256045872567549390e-03, 3.583008312356516459e-03, 1.281762020542092095e-01
2.100000000000000089e+00, 1.429302695066735854e-03, 9.241484789417851731e-04, 1.206502583120373062e+00, 1.513025636857706635e-03, 1.872075487987141101e-03, 9.276950731014407814e-02
2.200000000000000178e+00, 8.972837621497084916e-04, 2.319670215703072830e-03, 8.648304816669769579e-01, 1.967166289626615886e-03, 2.915858862810678711e-03, 1.198248689821521940e-01
2.300000000000000266e+00, 1.635117689558055788e-03, 1.453084403009301598e-03, 8.229973694168175591e-01, 7.470447613898533856e-04, 3.002008062352451347e-03, 4.166418392195356951e-02
2.400000000000000355e+00, 1.730371498582885343e-03, 1.360737271136790204e-03, 4.971071800997968748e-01, 1.544234942677722138e-03, 2.703131763372015883e-03, 9.404195156672948142e-02
2.500000000000000000e+00, 5.723222372306632820e-04, 1.469230352675950264e-04, 4.420572992688817093e-01, 5.768103569362829138e-04, 6.046222417121522186e-04, 3.796944522561399721e-02
2.600000000000000089e+00, 1.243245089466329337e-03, 1.064957480204423591e-03, 3.142345480099692501e-01, 3.396700956045193968e-04, 2.290023973761635967e-03, 2.022644027429358962e-02
2.700000000000000178e+00, 8.310885471818568000e-04, 1.209121350564382712e-03, 4.051316199556719289e-01, 1.384836252325343528e-03, 1.545184060732090374e-03, 8.192228686357395928e-02
2.800000000000000266e+00, 2.076782748981519165e-04, 1.730527963946224858e-03, 3.429166597467201427e-01, 1.546505098196934410e-03, 1.919384427617377596e-03, 9.133888701649230113e-02
2.900000000000000355e+00, 8.091126208741968506e-04, 1.026760130763133220e-03, 2.832169500265524498e-01, 2.283264020958016916e-04, 1.834575224097186735e-03, 1.284877856275079382e-02
3.000000000000000000e+00, 4.259480907066861242e-03, 1.090799276071621662e-03, 4.764080985595950390e-01, 5.144500341673385532e-03, 3.492872392632374260e-03, 3.119381204945236852e-01
3.100000000000000089e+00, 6.497225848568342248e-04, 1.016923599636164379e-03, 5.901579133756224005e-01, 3.768766318515589229e-04, 1.664484933516764253e-03, 2.181149290092406282e-02
3.200000000000000178e+00, 4.084228932189810121e-04, 1.516896547983316926e-03, 6.718342879699722436e-01, 1.761334226639193557e-03, 1.353983211139444696e-03, 1.075708541900828319e-01
3.300000000000000266e+00, 7.887633769124814198e-04, 2.066328304415227489e-03, 7.567189995653440526e-01, 2.025573282737946467e-03, 2.383437334823379928e-03, 1.221997603770168250e-01
