0.000000000000000000e+00 3.288888139708989744e-02 3.480992935242267078e-02 3.683262266927176842e+00 -1.921047955332773338e-03 6.769881074951256128e-02 -2.837639146189292749e-02
3.429999999934807420e-01 3.285828633539873700e-02 3.510943892796202642e-02 -4.950268770354165682e+00 -2.251152592563289423e-03 6.796772526336075648e-02 -3.312090530969725305e-02
6.870000000344589353e-01 3.473424685021407610e-02 3.512876212774285883e-02 4.452541789269723438e+00 -3.945152775287827374e-04 6.986300897795694187e-02 -5.646983765804584193e-03
1.047000000020489097e+00 3.188890589565464978e-02 3.496612520617357195e-02 -4.570119933433627324e+00 -3.077219310518922168e-03 6.685503110182822173e-02 -4.602823841083775180e-02
1.375000000000000000e+00 3.236567360331090576e-02 3.495156839677647509e-02 -4.196598006354754912e-02 -2.585894793465571932e-03 6.731724200008737391e-02 -3.848436740871173656e-02
1.719000000040978193e+00 3.236567360331090576e-02 3.495156839677647509e-02 -4.196598006354754912e-02 -2.585894793465571932e-03 6.731724200008737391e-02 -3.848436740871173656e-02
2.062000000034458935e+00 3.236567360331090576e-02 3.495156839677647509e-02 -4.196598006354754912e-02 -2.585894793465571932e-03 6.731724200008737391e-02 -3.848436740871173656e-02
2.422000000020489097e+00 3.236567360331090576e-02 3.495156839677647509e-02 -4.196598006354754912e-02 -2.585894793465571932e-03 6.731724200008737391e-02 -3.848436740871173656e-02
2.750000000000000000e+00 3.236567360331090576e-02 3.495156839677647509e-02 -4.196598006354754912e-02 -2.585894793465571932e-03 6.731724200008737391e-02 -3.848436740871173656e-02
3.109000000054948032e+00 3.277455247485706186e-02 3.483891414996444919e-02 -3.654071559271179659e+00 -2.064361675107387328e-03 6.761346662482151104e-02 -3.053181234682532386e-02
3.437000000034458935e+00 3.201289641636617667e-02 3.495807387340100353e-02 4.975402279033453112e+00 -2.945177457034826862e-03 6.697097028976717326e-02 -4.397692678322797505e-02
3.797000000020489097e+00 3.319161150133356081e-02 3.495968414032464555e-02 -4.941804846693292674e+00 -1.768072638991084744e-03 6.815129564165819942e-02 -2.594334593853754589e-02
4.140000000013969839e+00 3.288083006330039942e-02 3.487434001369732472e-02 4.120118322726143312e+00 -1.993509950396925301e-03 6.775517007699771721e-02 -2.942225586817181354e-02
4.484000000054948032e+00 3.159583738973809064e-02 3.510621839474573069e-02 -4.322847453682827634e+00 -3.510381005007640054e-03 6.670205578448382133e-02 -5.262777831540571549e-02
4.828000000095926225e+00 3.173754084834581185e-02 3.483891414983531637e-02 2.122693180227276599e+00 -3.101373301489504519e-03 6.657645499818112822e-02 -4.658363533435708193e-02
5.172000000020489097e+00 3.293879965958208117e-02 3.511426972788352086e-02 -1.718516372939147052e+00 -2.175470068301439686e-03 6.805306938746560896e-02 -3.196725860982443240e-02
5.515000000013969839e+00 3.279709620531882225e-02 3.496934573935037149e-02 -1.306227062259482929e+00 -2.172249534031549245e-03 6.776644194466918680e-02 -3.205494447834778687e-02
5.859000000054948032e+00 3.225604665731666293e-02 3.501926400186262250e-02 1.399106850513792244e+00 -2.763217344545959575e-03 6.727531065917928543e-02 -4.107327513572672090e-02
6.203000000095926225e+00 3.264895168559249494e-02 3.476967268920297394e-02 -3.906028740220905515e+00 -2.120721003610478994e-03 6.741862437479546888e-02 -3.145601120279328811e-02
6.562000000034458935e+00 3.270209048165156895e-02 3.501121266918070379e-02 3.918306326109727511e+00 -2.309122187529134840e-03 6.771330315083226581e-02 -3.410145540213176812e-02
6.890000000013969839e+00 3.301448218430014930e-02 3.485179628208226466e-02 -4.938925527192982834e+00 -1.837314097782115352e-03 6.786627846638240702e-02 -2.707256297679899726e-02
7.234000000054948032e+00 3.161838112699774661e-02 3.516418799060861550e-02 4.519405991070114759e+00 -3.545806863610868886e-03 6.678256911760635517e-02 -5.309479569985670055e-02
7.578000000095926225e+00 3.265217221978504447e-02 3.479865748660206787e-02 -4.085606762943910120e+00 -2.146485266817023396e-03 6.745082970638710540e-02 -3.182296312974437075e-02
7.937000000034458935e+00 3.268276728138060777e-02 3.490010427814701360e-02 3.769480010571685469e+00 -2.217336996766405832e-03 6.758287155952762137e-02 -3.280915630839028457e-02
8.281000000075437129e+00 3.170211498549349582e-02 3.501443320199236486e-02 -1.597825265409319462e+00 -3.312318216498869039e-03 6.671654818748586069e-02 -4.964762576131248606e-02
8.625000000000000000e+00 3.205154281291604235e-02 3.488561187968999833e-02 1.984990672850506899e+00 -2.834069066773955980e-03 6.693715469260604067e-02 -4.233925209084232061e-02
8.969000000040978193e+00 3.284057340102435052e-02 3.486789894727884698e-02 1.118734367074518676e+00 -2.027325546254496458e-03 6.770847234830319750e-02 -2.994197736179321848e-02
9.312000000034458935e+00 3.266505435488174097e-02 3.501282293601672840e-02 -1.458638699356316959e+00 -2.347768581134987431e-03 6.767787729089846938e-02 -3.469034010986515870e-02
9.656000000075437129e+00 3.321093470120695806e-02 3.510299786172384889e-02 3.945220644128099252e+00 -1.892063160516890830e-03 6.831393256293080696e-02 -2.769659262075012049e-02
1.000000000000000000e+01 3.063289802663630990e-02 3.504502826606905458e-02 -3.950584224041790105e+00 -4.412130239432744683e-03 6.567792629270535754e-02 -6.717828178327832356e-02
